,molecule_1,molecule_2,molecule_3,molecule_4,x1 [mol/mol],x2 [mol/mol],x3 [mol/mol],x4 [mol/mol],T [K],p_cosmo,p_ddb,p_cosmo_plus1K,hov_cosmo
0,CC(C)=O,CCOC(C)=O,---,---,0.0,1.0,0.0,0.0,332.55,54.61791138949035,53.33,56.678263400927364,34.15032472640297
1,CC(C)=O,CCOC(C)=O,---,---,0.0569,0.9431,0.0,0.0,330.15,53.068169466565806,53.33,55.08363650039038,33.8839786452281
2,CC(C)=O,CCOC(C)=O,---,---,0.0628,0.9372,0.0,0.0,330.05,53.1948400745894,53.33,55.21450534916686,33.85340765541168
3,CC(C)=O,CCOC(C)=O,---,---,0.1179,0.8821,0.0,0.0,328.33,52.7321780684415,53.33,54.740368628177826,33.60206191969579
4,CC(C)=O,CCOC(C)=O,---,---,0.2497,0.7503,0.0,0.0,324.85,52.327657349091226,53.33,54.33120154051913,33.06890484136792
5,CC(C)=O,CCOC(C)=O,---,---,0.2543,0.7457,0.0,0.0,324.75,52.34313343066957,53.33,54.34747045964221,33.051821126938655
6,CC(C)=O,CCOC(C)=O,---,---,0.3022,0.6978,0.0,0.0,323.65,52.342032014088616,53.33,54.34967605980869,32.8824725654541
7,CC(C)=O,CCOC(C)=O,---,---,0.3978,0.6022000000000001,0.0,0.0,321.55,52.29174112398664,53.33,54.305140128248766,32.57982131232791
8,CC(C)=O,CCOC(C)=O,---,---,0.6075,0.3924999999999999,0.0,0.0,317.55,52.439873521672126,53.33,54.47685336092471,32.05158349100375
9,CC(C)=O,CCOC(C)=O,---,---,0.7386,0.2613999999999999,0.0,0.0,315.35,52.58304159555478,53.33,54.638033832784,31.798747895741446
10,CC(C)=O,CCOC(C)=O,---,---,0.8528,0.1472,0.0,0.0,313.95,53.471005858086386,53.33,55.566888107291156,31.60902886134445
11,CC(C)=O,CCOC(C)=O,---,---,0.8668,0.1331999999999999,0.0,0.0,313.75,53.505271557287166,53.33,55.60383936009632,31.58865663135896
12,CC(C)=O,CCOC(C)=O,---,---,0.9468,0.0532,0.0,0.0,312.85,54.14002687882509,53.33,56.26813866985766,31.475414768793932
13,CC(C)=O,CCOC(C)=O,---,---,1.0,0.0,0.0,0.0,312.45,54.92578080246221,53.33,57.08532121251504,31.40284678887736
14,ClC(Cl)Cl,C1CCOC1,---,---,0.0,1.0,0.0,0.0,293.15,17.670649957309493,17.252,18.480777179446555,32.13848326939228
15,ClC(Cl)Cl,C1CCOC1,---,---,0.0499,0.9501,0.0,0.0,293.15,17.029070571981556,16.545,17.81294381884405,32.265675448177674
16,ClC(Cl)Cl,C1CCOC1,---,---,0.233,0.767,0.0,0.0,293.15,14.625066045866104,13.946,15.316010142972264,33.09615179096294
17,ClC(Cl)Cl,C1CCOC1,---,---,0.3114,0.6886,0.0,0.0,293.15,13.770564446999547,13.012,14.430999753126612,33.586239493880285
18,ClC(Cl)Cl,C1CCOC1,---,---,0.4061,0.5939,0.0,0.0,293.15,13.1012669657517,12.239,13.740049439292559,34.13155501924863
19,ClC(Cl)Cl,C1CCOC1,---,---,0.4731,0.5268999999999999,0.0,0.0,293.15,12.965045633260484,12.066,13.601593439982926,34.36389833053167
20,ClC(Cl)Cl,C1CCOC1,---,---,0.4922,0.5078,0.0,0.0,293.15,12.985976159147647,12.146,13.624117231884494,34.39366511781251
21,ClC(Cl)Cl,C1CCOC1,---,---,0.541,0.4589999999999999,0.0,0.0,293.15,13.166437027080743,12.386,13.81330322479015,34.3862500087047
22,ClC(Cl)Cl,C1CCOC1,---,---,0.6051,0.3949,0.0,0.0,293.15,13.679090381311484,13.026,14.347452813112731,34.20186027677388
23,ClC(Cl)Cl,C1CCOC1,---,---,0.6941,0.3058999999999999,0.0,0.0,293.15,14.851440378247233,14.572,15.566627774208484,33.720433937074795
24,ClC(Cl)Cl,C1CCOC1,---,---,0.828,0.172,0.0,0.0,293.15,17.250070185973176,17.239,18.06102537914468,32.9372187020126
25,ClC(Cl)Cl,C1CCOC1,---,---,0.9456,0.0544,0.0,0.0,293.15,19.465927081726843,19.945,20.368507770452265,32.49575265735107
26,ClC(Cl)Cl,C1CCOC1,---,---,1.0,0.0,0.0,0.0,293.15,20.403175074382936,21.025,21.34592355524378,32.38526509603634
27,ClC(Cl)Cl,C1CCOC1,---,---,0.0,1.0,0.0,0.0,303.15,27.24319418495893,26.838,28.397106729350575,31.80220449501851
28,ClC(Cl)Cl,C1CCOC1,---,---,0.0499,0.9501,0.0,0.0,303.15,26.300508987723994,25.771,27.41931312845151,31.936978747360243
29,ClC(Cl)Cl,C1CCOC1,---,---,0.233,0.767,0.0,0.0,303.15,22.843594484613103,21.958,23.84127889076503,32.77137422629291
30,ClC(Cl)Cl,C1CCOC1,---,---,0.3114,0.6886,0.0,0.0,303.15,21.64939698439646,20.638,22.60877346827202,33.2410837952933
31,ClC(Cl)Cl,C1CCOC1,---,---,0.4061,0.5939,0.0,0.0,303.15,20.744698505894448,19.572,21.67827466292167,33.74662126492555
32,ClC(Cl)Cl,C1CCOC1,---,---,0.4731,0.5268999999999999,0.0,0.0,303.15,20.59050040487303,19.345,21.5229609588092,33.95408594646827
33,ClC(Cl)Cl,C1CCOC1,---,---,0.4922,0.5078,0.0,0.0,303.15,20.63146755507743,19.452,21.566492095977523,33.979280252698324
34,ClC(Cl)Cl,C1CCOC1,---,---,0.541,0.4589999999999999,0.0,0.0,303.15,20.915471071348733,19.758,21.863023928904795,33.96725974146041
35,ClC(Cl)Cl,C1CCOC1,---,---,0.6051,0.3949,0.0,0.0,303.15,21.676912746192137,20.732,22.653787838820794,33.79218541502748
36,ClC(Cl)Cl,C1CCOC1,---,---,0.6941,0.3058999999999999,0.0,0.0,303.15,23.385952548078656,22.905,24.425415423166985,33.339399976967535
37,ClC(Cl)Cl,C1CCOC1,---,---,0.828,0.172,0.0,0.0,303.15,26.88121079499895,26.798,28.048410211039663,32.584822734471885
38,ClC(Cl)Cl,C1CCOC1,---,---,0.9456,0.0544,0.0,0.0,303.15,30.15284385139113,30.771,31.443843907292017,32.13986381169254
39,ClC(Cl)Cl,C1CCOC1,---,---,1.0,0.0,0.0,0.0,303.15,31.556198838871254,32.277,32.90226872713838,32.02302111658412
49,CCCCCC,CN1CCCC1=O,---,---,0.7372,0.2628,0.0,0.0,342.85,85.81868571192527,95.0,88.53608727255256,30.555856629833677
50,CCCCCC,CN1CCCC1=O,---,---,0.8016,0.1984,0.0,0.0,342.85,89.44188088271667,96.069,92.29095807609126,30.73588373472878
51,CCCCCC,CN1CCCC1=O,---,---,0.866,0.134,0.0,0.0,342.85,93.47822112039091,97.591,96.47007652050937,30.880223043752263
52,CCCCCC,CN1CCCC1=O,---,---,0.9369,0.0631,0.0,0.0,342.85,98.74912965439376,100.67,101.92025792906895,30.981907720029067
53,CCCCCC,CN1CCCC1=O,---,---,1.0,0.0,0.0,0.0,342.85,104.56965638686772,104.27,107.92977168327417,31.00073063217249
57,CCCCCC,c1ccccc1,CN1CCCC1=O,---,0.1626,0.6357,0.2017,0.0,342.85,77.69643782795983,79.409,80.20228600206433,31.113718192692176
61,CCCCCC,c1ccccc1,CN1CCCC1=O,---,0.3226,0.4769,0.2005,0.0,342.85,87.28181314873312,88.05,90.04316827194432,30.52999716008523
65,CCCCCC,c1ccccc1,CN1CCCC1=O,---,0.4962,0.3265,0.1773,0.0,342.85,92.92264194736251,93.1,95.86081522170346,30.513206969516794
69,CCCCCC,c1ccccc1,CN1CCCC1=O,---,0.639,0.1487,0.2123,0.0,342.85,90.69681611691398,94.63,93.56473797512011,30.51455023517428
70,CO,CCCCO,CCCCOC(C)=O,---,1.0,0.0,0.0,0.0,337.55,100.33019852768123,101.33,104.35991959680986,37.416338840432
71,CO,CCCCO,CCCCOC(C)=O,---,0.0,1.0,0.0,0.0,390.87,102.28581871164334,101.33,105.9111652161744,44.356725466919514
72,CO,CCCCO,CCCCOC(C)=O,---,0.0,0.0,1.0,0.0,399.12,101.67669539730908,101.33,104.6453653447369,38.21255763955551
73,CO,CCCCO,CCCCOC(C)=O,---,0.582,0.197,0.221,0.0,346.45,97.54012222841261,101.33,101.277328445181,37.63073794304697
74,CO,CCCCO,CCCCOC(C)=O,---,0.139,0.656,0.2049999999999999,0.0,371.05,95.97880984373487,101.33,99.37914816523626,39.960854310552115
84,O,OCCO,---,---,0.88029,0.1197099999999999,0.0,0.0,374.65,95.63129583556264,101.33,99.07551514008503,41.402848439042586
85,O,OCCO,---,---,0.92391,0.0760899999999999,0.0,0.0,375.65,103.19343937285406,101.33,106.88628554210594,41.36274122374289
86,O,OCCO,---,---,0.96672,0.0332799999999999,0.0,0.0,373.65,99.96922088758866,101.33,103.58925085753312,41.40241087839113
87,CC(C)=O,O,CCCCOC(C)=O,---,0.64,0.16,0.1999999999999999,0.0,336.65,100.41434129399897,101.33,103.93669230329155,32.584444056841825
88,CC(C)=O,O,CCCCOC(C)=O,---,0.48,0.12,0.4,0.0,342.75,99.87811476613179,101.33,103.34175033023334,33.39599545387046
89,CC(C)=O,O,CCCCOC(C)=O,---,0.319,0.079,0.6020000000000001,0.0,351.35,103.67175096190891,101.33,107.18732083290587,34.326067835224535
90,CC(C)=O,O,CCCCOC(C)=O,---,0.159,0.036,0.8049999999999999,0.0,365.25,110.1462211086878,101.33,113.69224883120772,35.24339393884686
91,CC(C)=O,O,CCCCOC(C)=O,---,0.48,0.32,0.2,0.0,339.55,97.81592051351156,101.33,101.29626239659423,33.613912271576496
92,CC(C)=O,O,CCCCOC(C)=O,---,0.338,0.248,0.4139999999999999,0.0,345.85,96.9153533614063,101.33,100.3882371257908,35.115247095077706
93,CC(C)=O,O,CCCCOC(C)=O,---,0.238,0.162,0.6,0.0,352.05,101.19598563041028,101.33,104.78983367837648,36.06393880907761
95,CC(C)=O,O,CCCCOC(C)=O,---,0.319,0.482,0.199,0.0,342.85,91.64269973137334,101.33,94.98299494644156,35.09127208317257
96,CC(C)=O,O,CCCCOC(C)=O,---,0.239,0.361,0.4,0.0,348.15,93.35484640421518,101.33,96.79124773540552,36.534934886715554
97,CC(C)=O,O,CCCCOC(C)=O,---,0.159,0.241,0.6,0.0,354.75,102.69432677519379,101.33,106.44491234964703,37.63947571690696
101,c1ccccc1,CCCCOC(C)=O,O,---,1.0,0.0,0.0,0.0,353.25,101.42383039592652,101.33,104.77924778480963,33.86475252906299
102,c1ccccc1,CCCCOC(C)=O,O,---,0.0,1.0,0.0,0.0,399.25,102.05876238634653,101.33,105.03633393137164,38.20891603895255
128,CCO,OCCO,---,---,0.4006,0.5993999999999999,0.0,0.0,323.15,14.034230972735225,15.453,14.693957711468247,40.008154880590496
129,CCO,OCCO,---,---,0.4505,0.5495,0.0,0.0,323.15,15.45059157023114,16.707,16.17700990235288,40.014117358203485
130,CCO,OCCO,---,---,0.4996,0.5004,0.0,0.0,323.15,16.813085777181623,17.861,17.60365339331077,40.01861192936801
131,CCO,OCCO,---,---,0.5038,0.4962,0.0,0.0,323.15,16.92850887536828,18.027,17.724510045041878,40.01891891083806
132,CCO,OCCO,---,---,0.5535,0.4465,0.0,0.0,323.15,18.284454928917718,19.128,19.14427214151412,40.021541269990884
133,CCO,OCCO,---,---,0.6032,0.3968,0.0,0.0,323.15,19.62850085465361,20.21,20.55153666259586,40.02219888892613
134,CCO,OCCO,---,---,0.653,0.347,0.0,0.0,323.15,20.972123127362206,21.278,21.95830955810399,40.020866411854264
135,CCO,OCCO,---,---,0.7026,0.2974,0.0,0.0,323.15,22.315529337332475,22.337,23.364801631425603,40.01765915716863
136,CCO,OCCO,---,---,0.7526,0.2473999999999999,0.0,0.0,323.15,23.68287846332127,23.418,24.796303362366313,40.01274494432429
137,CCO,OCCO,---,---,0.8018,0.1982,0.0,0.0,323.15,25.048284317235563,24.502,26.225717196371768,40.006597990100474
138,CCO,OCCO,---,---,0.8508,0.1492,0.0,0.0,323.15,26.43399371807904,25.625,27.676343122014067,39.99964776503222
139,CCO,OCCO,---,---,0.8907,0.1092999999999999,0.0,0.0,323.15,27.585015612129784,26.567,28.881267158885453,39.99380411289613
140,CCO,OCCO,---,---,0.9496,0.0504,0.0,0.0,323.15,29.3259563363902,28.09,30.703736939695236,39.98586891761655
141,CCO,OCCO,---,---,0.9797,0.0202999999999999,0.0,0.0,323.15,30.235924273910587,28.9,31.656339163388893,39.98263702645958
142,CCO,OCCO,---,---,1.0,0.0,0.0,0.0,323.15,30.85741464007634,29.476,32.306963968604116,39.98097199765013
143,O,OCCO,CCO,---,0.0,0.0,1.0,0.0,323.15,30.85741464007634,29.476,32.306963968604116,39.98097199765013
144,O,OCCO,CCO,---,1.0,0.0,0.0,0.0,323.15,12.35217738796104,12.346,12.977087404704081,42.98326093960738
146,O,OCCO,CCO,---,0.4926,0.0204,0.4870000000000001,0.0,323.15,24.87373188341867,26.812,26.090631363227843,41.59939151209436
147,O,OCCO,CCO,---,0.4744,0.051,0.4746000000000001,0.0,323.15,24.238859248165436,26.145,25.423591894040342,41.561472858010504
148,O,OCCO,CCO,---,0.4498,0.1006,0.4496,0.0,323.15,23.134728575139604,25.049,24.264189953954563,41.514660580940564
149,O,OCCO,CCO,---,0.4244,0.1513,0.4243,0.0,323.15,21.988529188567583,23.903,23.060768887800894,41.46696065206148
150,O,OCCO,CCO,---,0.3994,0.2014,0.3992,0.0,323.15,20.83487915116184,22.707,21.849707001237146,41.420894203091464
151,O,OCCO,CCO,---,0.3745,0.2512,0.3742999999999999,0.0,323.15,19.66962328913262,21.574,20.626623928596064,41.37572489266777
152,O,OCCO,CCO,---,0.3493,0.3015,0.3492,0.0,323.15,18.474310949661465,20.358,19.37215558425093,41.33078611405118
153,O,OCCO,CCO,---,0.3239,0.3523,0.3237999999999999,0.0,323.15,17.247315195622264,19.132,18.084610320621834,41.28657861721089
168,O,OCCO,CCO,---,0.0499,0.3137,0.6364,0.0,323.15,21.419868950168585,21.87,22.43241646012486,40.226912064068394
169,O,OCCO,CCO,---,0.1002,0.2971,0.6027,0.0,323.15,21.397049638156208,22.156,22.413618982150663,40.425128429161546
170,O,OCCO,CCO,---,0.1504,0.2805,0.5690999999999999,0.0,323.15,21.35963879177347,22.362,22.379263971669058,40.61324357079682
171,O,OCCO,CCO,---,0.2005,0.264,0.5355,0.0,323.15,21.304785820935095,22.567,22.326372078795586,40.79190667050531
172,O,OCCO,CCO,---,0.2507,0.2474,0.5019,0.0,323.15,21.23555939457754,22.739,22.258178676765315,40.96223158044837
173,O,OCCO,CCO,---,0.3003,0.231,0.4687,0.0,323.15,21.15061155420051,22.875,22.173216065069795,41.122345515962174
174,O,OCCO,CCO,---,0.3501,0.2146,0.4352999999999999,0.0,323.15,21.04599623542492,23.049,22.067416671915986,41.27525197780329
175,O,OCCO,CCO,---,0.4003,0.198,0.4017,0.0,323.15,20.923621134284154,23.075,21.942788647046388,41.42157718156629
178,O,OCCO,CCO,---,0.6627,0.3266,0.0107,0.0,323.15,9.262626484976321,9.145,9.732611827862062,43.10667574748423
179,O,OCCO,CCO,---,0.6517,0.3211,0.0272,0.0,323.15,10.222225942093393,10.572,10.737806848794001,42.85572083519745
180,O,OCCO,CCO,---,0.6327,0.3118,0.0554999999999999,0.0,323.15,11.667096507064304,12.712,12.25137511805819,42.55879172304765
189,O,OCCO,CCO,---,0.325,0.6595,0.0155,0.0,323.15,5.0362135711442235,4.88,5.2929534455922616,43.30457747892388
190,O,OCCO,CCO,---,0.3173,0.6438,0.0388999999999999,0.0,323.15,6.1079685558375765,6.407,6.414857288496525,42.69547849412111
198,O,OCCO,CCO,---,0.2033,0.4125,0.3842,0.0,323.15,17.027993619355993,18.638,17.846166334120383,40.87306959976648
199,O,OCCO,CCO,---,0.1873,0.38,0.4327,0.0,323.15,18.172690226530218,19.773,19.04409256561726,40.792056060935465
200,CC#N,CO,c1ccccc1,---,0.0,0.0,1.0,0.0,328.15,41.173653666670006,43.57,42.825539117089036,35.325898050432414
201,CC#N,CO,c1ccccc1,---,1.0,0.0,0.0,0.0,328.15,40.599212030017455,40.861,42.134710319411475,33.338648962618166
202,CC#N,CO,c1ccccc1,---,0.0,1.0,0.0,0.0,328.15,68.38918007505367,68.3,71.317853814155,37.657262911638675
203,CC#N,CO,c1ccccc1,---,0.397,0.203,0.3999999999999999,0.0,328.15,70.82029681901369,77.75,73.5802108314978,34.3330293051191
204,CC#N,CO,c1ccccc1,---,0.255,0.33,0.415,0.0,328.15,75.77410896630019,83.69,78.77704537147119,34.90285433306843
205,CC#N,CO,c1ccccc1,---,0.513,0.287,0.2,0.0,328.15,71.00414070642356,76.99,73.77795113505749,34.41497632027137
206,CC#N,CO,c1ccccc1,---,0.209,0.495,0.296,0.0,328.15,78.19620503776905,86.69,81.32978237461288,35.28557868283324
209,CC#N,CO,c1ccccc1,---,0.497,0.049,0.454,0.0,328.15,60.047892031855255,63.929,62.33334557729764,33.54597764107247
210,CC#N,CO,c1ccccc1,---,0.25,0.654,0.0959999999999999,0.0,328.15,75.86520271917321,80.829,78.93090039705957,35.57611278778853
212,CC#N,CO,c1ccccc1,---,0.669,0.093,0.2379999999999999,0.0,328.15,61.290763475449424,64.269,63.624816161813925,33.56425395508777
214,CC#N,CO,c1ccccc1,---,0.671,0.275,0.0539999999999999,0.0,328.15,65.41314961374187,67.3,67.96770782485557,34.40391055500141
215,CC#N,CO,c1ccccc1,---,0.101,0.765,0.134,0.0,328.15,77.64733109436975,84.69,80.82768384012304,36.04999470785418
216,CC#N,CO,c1ccccc1,---,0.767,0.14,0.0929999999999999,0.0,328.15,60.26049948728328,61.67,62.56993113820855,33.77401747229111
217,CC#N,CO,c1ccccc1,---,0.893,0.042,0.0649999999999999,0.0,328.15,50.35290895898238,51.01,52.25423953016761,33.286039872924164
218,CC#N,CO,c1ccccc1,---,0.501,0.056,0.443,0.0,328.15,60.74981696971028,64.229,63.064390167478045,33.58021232061962
219,CC#N,CO,c1ccccc1,---,0.053,0.899,0.0479999999999999,0.0,328.15,73.65987114258749,78.82,76.73338723333569,36.71131962586865
220,CC(C)=O,C1CCOC1,---,---,0.00267,0.99733,0.0,0.0,302.15,26.18650950389074,25.757,27.304218462404535,31.831693665318905
221,CC(C)=O,C1CCOC1,---,---,0.0096,0.9904,0.0,0.0,302.15,26.33747424715264,25.946,27.46135988504843,31.824292026573296
222,CC(C)=O,C1CCOC1,---,---,0.01546,0.98454,0.0,0.0,302.15,26.463789310338647,26.069,27.59284405935722,31.81819044239686
223,CC(C)=O,C1CCOC1,---,---,0.02349,0.97651,0.0,0.0,302.15,26.634905689506052,26.243,27.77096441298274,31.810057773361066
224,CC(C)=O,C1CCOC1,---,---,0.03232,0.96768,0.0,0.0,302.15,26.820465190431207,26.452,27.96412111904169,31.801411909835412
225,CC(C)=O,C1CCOC1,---,---,0.04378,0.95622,0.0,0.0,302.15,27.057283887301967,26.703,28.21063895421306,31.79063812842466
226,CC(C)=O,C1CCOC1,---,---,0.05613,0.94387,0.0,0.0,302.15,27.30750873813024,26.988,28.47111631692968,31.779572655301195
227,CC(C)=O,C1CCOC1,---,---,0.07423,0.92577,0.0,0.0,302.15,27.66509252425428,27.47,28.84335989320533,31.764329529338504
228,CC(C)=O,C1CCOC1,---,---,0.09794,0.90206,0.0,0.0,302.15,28.117525675791484,27.975,29.314356901485453,31.746002233086646
229,CC(C)=O,C1CCOC1,---,---,0.14462,0.85538,0.0,0.0,302.15,28.95773449214889,28.832,30.18909362277617,31.714826172872137
230,CC(C)=O,C1CCOC1,---,---,0.22017,0.77983,0.0,0.0,302.15,30.186279373848436,30.319,31.4682745792932,31.67598634633042
231,CC(C)=O,C1CCOC1,---,---,0.28959,0.71041,0.0,0.0,302.15,31.186195683670007,31.275,32.50956368614841,31.650379026709263
232,CC(C)=O,C1CCOC1,---,---,0.36266,0.63734,0.0,0.0,302.15,32.12003600271707,32.308,33.48219868357795,31.631448105800427
233,CC(C)=O,C1CCOC1,---,---,0.44141,0.5585899999999999,0.0,0.0,302.15,33.00475789352528,33.215,34.403838906481084,31.618135319473367
234,CC(C)=O,C1CCOC1,---,---,0.51104,0.4889599999999999,0.0,0.0,302.15,33.69206253950146,33.921,35.119955856239116,31.611136809823925
235,CC(C)=O,C1CCOC1,---,---,0.62124,0.37876,0.0,0.0,302.15,34.61432601105666,34.989,36.08111973090984,31.607215647618187
236,CC(C)=O,C1CCOC1,---,---,0.66834,0.3316599999999999,0.0,0.0,302.15,34.95013439180646,35.334,36.431187723527195,31.60783481574009
237,CC(C)=O,C1CCOC1,---,---,0.74253,0.25747,0.0,0.0,302.15,35.410033991069646,35.778,36.910750476711314,31.611432481331686
238,CC(C)=O,C1CCOC1,---,---,0.80989,0.19011,0.0,0.0,302.15,35.75376735601159,36.077,37.2693526960577,31.617584388914903
239,CC(C)=O,C1CCOC1,---,---,0.85882,0.1411799999999999,0.0,0.0,302.15,35.95785293394114,36.156,37.482402867421094,31.623954265748978
240,CC(C)=O,C1CCOC1,---,---,0.93455,0.06545,0.0,0.0,302.15,36.19320562227536,36.297,37.72840451172687,31.637487299078263
241,CC(C)=O,C1CCOC1,---,---,0.96589,0.0341099999999999,0.0,0.0,302.15,36.25999678367049,36.308,37.798381680603946,31.6445985930711
242,CC(C)=O,C1CCOC1,---,---,0.98377,0.0162299999999999,0.0,0.0,302.15,36.289557068108344,36.294,37.8294198183309,31.64910240885059
243,CC(C)=O,C1CCOC1,---,---,0.99368,0.0063199999999999,0.0,0.0,302.15,36.303178093922504,36.241,37.8437503157162,31.651748668484128
244,C1CCOC1,CC#N,---,---,0.0031,0.9969,0.0,0.0,302.15,14.367785468569355,14.004,15.014721377500932,33.54199656623402
245,C1CCOC1,CC#N,---,---,0.00723,0.99277,0.0,0.0,302.15,14.686468756853044,14.179,15.345824596040849,33.446251980746425
246,C1CCOC1,CC#N,---,---,0.01308,0.98692,0.0,0.0,302.15,15.120352565821836,14.437,15.796642073383563,33.32352734489474
247,C1CCOC1,CC#N,---,---,0.02173,0.97827,0.0,0.0,302.15,15.726157901155982,14.772,16.426143115594723,33.165896466611414
248,C1CCOC1,CC#N,---,---,0.0344,0.9656,0.0,0.0,302.15,16.542132319344216,15.328,17.274146331446875,32.97674101740994
249,C1CCOC1,CC#N,---,---,0.05135,0.94865,0.0,0.0,302.15,17.51466860740477,15.997,18.2850611059121,32.78277058460671
257,C1CCOC1,CC#N,---,---,0.447,0.5529999999999999,0.0,0.0,302.15,25.192101192363985,22.978,26.280869605172644,32.22310343676553
258,C1CCOC1,CC#N,---,---,0.5228,0.4771999999999999,0.0,0.0,302.15,25.675031829318776,23.658,26.78411749181739,32.20734098163964
259,C1CCOC1,CC#N,---,---,0.61282,0.3871799999999999,0.0,0.0,302.15,26.12405285696488,24.355,27.251342939680235,32.1740304114901
260,C1CCOC1,CC#N,---,---,0.66645,0.33355,0.0,0.0,302.15,26.32493629146583,24.726,27.459943903224005,32.14765898703902
261,C1CCOC1,CC#N,---,---,0.7174,0.2825999999999999,0.0,0.0,302.15,26.46397963785465,25.035,27.603929997129004,32.11863118397754
262,C1CCOC1,CC#N,---,---,0.78587,0.21413,0.0,0.0,302.15,26.561500646655297,25.299,27.70400317000162,32.07331243757199
263,C1CCOC1,CC#N,---,---,0.86237,0.13763,0.0,0.0,302.15,26.536360882559727,25.537,27.675519135920425,32.01104338935665
264,C1CCOC1,CC#N,---,---,0.93857,0.0614299999999999,0.0,0.0,302.15,26.364836922661308,25.671,27.493629996541028,31.927892663719046
265,C1CCOC1,CC#N,---,---,0.9729,0.0271,0.0,0.0,302.15,26.2422711932828,25.678,27.364075428501387,31.879432227926596
266,C1CCOC1,CC#N,---,---,0.9905,0.0094999999999999,0.0,0.0,302.15,26.169632989613053,25.678,27.287315156035216,31.85105047071296
267,C=CC=C,C1CCCCC1,---,---,0.0,1.0,0.0,0.0,343.15,71.864497141835,72.549,74.27808048188231,32.435674734441555
268,C=CC=C,C1CCCCC1,---,---,0.032,0.968,0.0,0.0,343.15,110.6208164487893,101.325,113.85212552665251,28.271080893728165
273,C=CC=C,C1CCCCC1,---,---,0.616,0.384,0.0,0.0,343.15,660.0952123321855,607.95,675.6150706350686,22.818807150685846
274,C=CC=C,C1CCCCC1,---,---,0.728,0.272,0.0,0.0,343.15,747.960855890641,709.275,765.5161955069874,22.779846023907005
275,C=CC=C,C1CCCCC1,---,---,0.844,0.156,0.0,0.0,343.15,839.2634498399035,810.6,858.9217154373886,22.734084318474203
276,C=CC=C,C1CCCCC1,---,---,0.96,0.04,0.0,0.0,343.15,934.0296591195872,911.925,955.8405913331796,22.665193585214478
277,C=CC=C,C1CCCCC1,---,---,1.0,0.0,0.0,0.0,343.15,968.1808243767545,949.415,990.7571930554317,22.633438276161385
278,CCOC(C)=O,CCO,CCCCO,---,0.439,0.464,0.0969999999999999,0.0,347.95,98.23017447668745,101.33,101.80589461436054,36.09505006257084
279,CCOC(C)=O,CCO,CCCCO,---,0.461,0.441,0.0979999999999999,0.0,347.85,97.98502904339001,101.33,101.54395330094246,35.99611981042741
280,CCOC(C)=O,CCO,CCCCO,---,0.48,0.41,0.11,0.0,347.85,97.13898572979593,101.33,100.65762025962324,35.900294488179185
281,CCOC(C)=O,CCO,CCCCO,---,0.502,0.4,0.0979999999999999,0.0,348.05,98.89972821053124,101.33,102.46893988475908,35.81140066422607
282,CCOC(C)=O,CCO,CCCCO,---,0.529,0.371,0.0999999999999999,0.0,347.95,98.42733554946646,101.33,101.96978231535361,35.694662555029836
283,CCOC(C)=O,CCO,CCCCO,---,0.556,0.342,0.1019999999999999,0.0,348.05,98.57174127681303,101.33,102.10525627921511,35.57538818624252
284,CCOC(C)=O,CCO,CCCCO,---,0.661,0.241,0.0979999999999999,0.0,348.25,98.69436110363156,101.33,102.18355530029447,35.134218832485395
285,CCOC(C)=O,CCO,CCCCO,---,0.756,0.141,0.103,0.0,349.75,101.15917974331013,101.33,104.65767334760048,34.678756775476764
286,CCOC(C)=O,CCO,CCCCO,---,0.203,0.515,0.2819999999999999,0.0,353.85,98.45416985336851,101.33,102.04224889483662,37.37075692280468
287,CCOC(C)=O,CCO,CCCCO,---,0.34,0.393,0.2669999999999999,0.0,352.85,99.86129211491271,101.33,103.4265101396321,36.416211243220225
288,CCOC(C)=O,CCO,CCCCO,---,0.352,0.381,0.267,0.0,352.75,99.68476051815861,101.33,103.23864794951281,36.34507183504197
289,CCOC(C)=O,CCO,CCCCO,---,0.378,0.361,0.261,0.0,352.65,100.19234509120554,101.33,103.75177765779023,36.1990656845829
290,CCOC(C)=O,CCO,CCCCO,---,0.402,0.343,0.2549999999999999,0.0,352.15,99.20223136106843,101.33,102.72450929923949,36.07670601011136
291,CCOC(C)=O,CCO,CCCCO,---,0.422,0.324,0.254,0.0,352.25,99.75470032624581,101.33,103.2836541264316,35.96755621734908
292,CCOC(C)=O,CCO,CCCCO,---,0.441,0.306,0.2529999999999999,0.0,352.25,99.90361546516297,101.33,103.42784607568008,35.86761812461893
293,CCOC(C)=O,CCO,CCCCO,---,0.455,0.293,0.2519999999999999,0.0,352.35,100.35431924259754,101.33,103.88503180273347,35.794121942095025
294,CCOC(C)=O,CCO,CCCCO,---,0.487,0.269,0.244,0.0,352.45,101.38713121003194,101.33,104.93642381090015,35.639160968973805
295,CCOC(C)=O,CCO,CCCCO,---,0.543,0.225,0.2319999999999999,0.0,352.35,101.74858697434044,101.33,105.28640362484954,35.38175346923562
296,CCOC(C)=O,CCO,CCCCO,---,0.556,0.138,0.3059999999999999,0.0,354.45,101.12396536027988,101.33,104.57524718174473,35.15508766516941
297,CCOC(C)=O,CCO,CCCCO,---,0.559,0.202,0.2389999999999999,0.0,352.55,101.5301818749156,101.33,105.04699114504838,35.28955167343206
