,molecule_1,molecule_2,molecule_3,molecule_4,x1 [mol/mol],x2 [mol/mol],x3 [mol/mol],x4 [mol/mol],T [K],p_cosmo,p_ddb,p_cosmo_plus1K,hov_cosmo
8178,CCO,ClC(Cl)Cl,CCCCCC,---,0.201,0.6,0.1989999999999999,0.0,318.15,62.078263057692766,64.395,64.45131981665686,31.670862277110032
8179,CCO,ClC(Cl)Cl,CCCCCC,---,0.099,0.601,0.3,0.0,318.15,62.97516610776421,64.995,65.35018672748875,31.2534109155654
8180,CCO,ClC(Cl)Cl,CCCCCC,---,0.403,0.498,0.0989999999999999,0.0,318.15,57.31926637496666,61.662,59.57247854495124,32.55104643798773
8181,CCO,ClC(Cl)Cl,CCCCCC,---,0.301,0.499,0.2,0.0,318.15,60.77816029741209,64.128,63.12755061288607,32.01907744317397
8182,CCO,ClC(Cl)Cl,CCCCCC,---,0.201,0.499,0.2999999999999999,0.0,318.15,62.367979322534126,64.688,64.75279464619585,31.679775266557318
8183,CCO,ClC(Cl)Cl,CCCCCC,---,0.097,0.5,0.403,0.0,318.15,62.72757562900536,64.915,65.09609732401516,31.29022571276599
8184,CCO,ClC(Cl)Cl,CCCCCC,---,0.504,0.396,0.0999999999999999,0.0,318.15,54.70129159131943,60.382,56.88139664704628,32.993529915219455
8185,CCO,ClC(Cl)Cl,CCCCCC,---,0.402,0.399,0.1989999999999999,0.0,318.15,58.908063154337256,63.195,61.21459755559556,32.42509713151673
8186,CCO,ClC(Cl)Cl,CCCCCC,---,0.301,0.399,0.3,0.0,318.15,61.03845231877506,64.741,63.403932333599535,32.09934598565266
8187,CCO,ClC(Cl)Cl,CCCCCC,---,0.2,0.4,0.4,0.0,318.15,62.03350055941524,64.981,64.41573989870385,31.81364755922981
8188,CCO,ClC(Cl)Cl,CCCCCC,---,0.099,0.4,0.501,0.0,318.15,62.05131747335506,64.621,64.40519345056865,31.432972874980564
8191,CCO,ClC(Cl)Cl,CCCCCC,---,0.404,0.299,0.297,0.0,318.15,59.20196418369085,63.835,61.53100649569686,32.57603946472488
8192,CCO,ClC(Cl)Cl,CCCCCC,---,0.301,0.3,0.3990000000000001,0.0,318.15,60.61345100963335,64.475,62.97926668075369,32.32466141592882
8193,CCO,ClC(Cl)Cl,CCCCCC,---,0.2,0.3,0.5,0.0,318.15,61.21840831652155,63.728,63.58793209500781,32.060443153511585
8194,CCO,ClC(Cl)Cl,CCCCCC,---,0.098,0.298,0.6040000000000001,0.0,318.15,60.93587180502136,63.328,63.26457576291916,31.661751017422183
8196,CCO,ClC(Cl)Cl,CCCCCC,---,0.603,0.199,0.198,0.0,318.15,54.12871535864219,59.875,56.313761552635896,33.409814830930074
8197,CCO,ClC(Cl)Cl,CCCCCC,---,0.504,0.198,0.298,0.0,318.15,57.15611993041493,62.035,59.440794758562454,33.089167411295634
8198,CCO,ClC(Cl)Cl,CCCCCC,---,0.402,0.2,0.3979999999999999,0.0,318.15,58.83567587339401,62.928,61.17143825981212,32.867708617236644
8199,CCO,ClC(Cl)Cl,CCCCCC,---,0.301,0.2,0.499,0.0,318.15,59.71649891342804,63.528,62.07255560381828,32.66815239861423
8200,CCO,ClC(Cl)Cl,CCCCCC,---,0.197,0.199,0.6039999999999999,0.0,318.15,60.01947615721464,63.568,62.368558152157945,32.4119728120318
8201,CCO,ClC(Cl)Cl,CCCCCC,---,0.097,0.199,0.704,0.0,318.15,59.48194214848467,62.755,61.77967392102147,31.997855510570663
8204,CCO,ClC(Cl)Cl,CCCCCC,---,0.604,0.1,0.296,0.0,318.15,55.05031373081245,60.328,57.2857534738267,33.60423380200335
8205,CCO,ClC(Cl)Cl,CCCCCC,---,0.502,0.1,0.398,0.0,318.15,56.966772813416824,61.395,59.26668814713001,33.414139219673665
8206,CCO,ClC(Cl)Cl,CCCCCC,---,0.404,0.1,0.496,0.0,318.15,57.97575138145261,62.075,60.30634120782942,33.273307131733475
8207,CCO,ClC(Cl)Cl,CCCCCC,---,0.3,0.1,0.6,0.0,318.15,58.51730071470989,62.368,60.85776198742222,33.108264198739704
8208,CCO,ClC(Cl)Cl,CCCCCC,---,0.199,0.1,0.701,0.0,318.15,58.57120514376196,62.195,60.897431967170206,32.881070952129846
8209,CCO,ClC(Cl)Cl,CCCCCC,---,0.096,0.099,0.805,0.0,318.15,57.68823706819396,61.595,59.95034049484667,32.47200761864345
8210,CCOC(C)=O,CCO,O,CC(=O)O,1.0,0.0,0.0,0.0,350.27,101.55795100295687,101.3,104.95136732314657,33.623794395490556
8211,CCOC(C)=O,CCO,O,CC(=O)O,0.0,1.0,0.0,0.0,351.43,101.0548425789498,101.3,104.97704586074876,39.212629199656405
8212,CCOC(C)=O,CCO,O,CC(=O)O,0.0,0.0,1.0,0.0,373.15,101.33778935932435,101.3,105.01741161748714,41.40274948985577
8213,CCOC(C)=O,CCO,O,CC(=O)O,0.0,0.0,0.0,1.0,390.95,100.48025897718537,101.3,103.89912086732708,42.62879079872211
8214,CCOC(C)=O,CCO,O,CC(=O)O,0.2632,0.2036,0.3004,0.2328,352.11,95.93993624371626,101.3,99.52028682211136,37.876535974465384
8215,CCOC(C)=O,CCO,O,CC(=O)O,0.3474,0.1837,0.2887,0.1802,352.38,106.09236178634636,101.3,109.98034009869912,37.26405913201201
8216,CCOC(C)=O,CCO,O,CC(=O)O,0.2698,0.1354,0.2797,0.3151,355.17,98.79657946022797,101.3,102.42534812810031,37.939430629316256
8217,CCOC(C)=O,CCO,O,CC(=O)O,0.3588,0.1527,0.3698,0.1186999999999999,347.71,95.60340441662197,101.3,99.19214571835933,37.15009933648169
8218,CCOC(C)=O,CCO,O,CC(=O)O,0.2649,0.3484,0.1579,0.2287999999999999,353.14,99.81107838850704,101.3,103.49328117688016,37.67007933214336
8219,CCOC(C)=O,CCO,O,CC(=O)O,0.2228,0.1481,0.3362,0.2929,353.88,93.86144692372612,101.3,97.36587014586082,38.2753278178569
8220,CCOC(C)=O,CCO,O,CC(=O)O,0.1554,0.1629,0.4387,0.243,354.93,96.78676538798632,101.3,100.42337213876772,38.74269032351075
8221,CCOC(C)=O,CCO,O,CC(=O)O,0.2831,0.2448,0.3139,0.1581999999999999,351.56,102.2317021660657,101.3,106.03127596338969,37.607081197950066
8222,CCOC(C)=O,CCO,O,CC(=O)O,0.119,0.1568,0.4611,0.2630999999999999,357.8,100.99369495146783,101.3,104.76729035316963,39.15614292069313
8223,CCOC(C)=O,CCO,O,CC(=O)O,0.5143,0.1683,0.2327,0.0847,347.82,102.61948783784914,101.3,106.39846836296012,36.480471726035496
8224,CCOC(C)=O,CCO,O,CC(=O)O,0.0858,0.4163,0.4142,0.0837,351.1,91.91883036503776,101.3,95.50334200599644,39.32103817881547
8225,CCOC(C)=O,CCO,O,CC(=O)O,0.0912,0.4616,0.3533,0.0939,351.28,93.22882388391196,101.3,96.85016303135832,39.20985077393235
8226,CCOC(C)=O,CCO,O,CC(=O)O,0.1818,0.3347,0.3929,0.0906,349.79,95.55141413499769,101.3,99.20223759380593,38.25399784928205
8227,CCOC(C)=O,CCO,O,CC(=O)O,0.2639,0.1052,0.5088,0.1220999999999999,347.82,91.95463256251948,101.3,95.44097362717318,37.538995061485565
8228,CCOC(C)=O,CCO,O,CC(=O)O,0.2804,0.2224,0.386,0.1112,347.83,93.07041637939327,101.3,96.60155593387277,37.567206483672955
8229,CCOC(C)=O,CCO,O,CC(=O)O,0.2797,0.3295,0.2888,0.1019999999999999,347.91,93.97516346583242,101.3,97.53797143275929,37.55695903589567
8230,CCOC(C)=O,CCO,O,CC(=O)O,0.3605,0.1152,0.4004,0.1239,347.44,94.50604711575264,101.3,98.05716425582315,37.12913848826646
8231,CCOC(C)=O,CCO,O,CC(=O)O,0.3665,0.1986,0.3292,0.1056999999999999,347.17,94.8721885519742,101.3,98.44118950954434,37.113659229390436
8232,CCOC(C)=O,CCO,O,CC(=O)O,0.4083,0.4235,0.0898,0.0784,347.8,99.03792095615371,101.3,102.6969522528464,36.593585402511
8233,CCOC(C)=O,CCO,O,CC(=O)O,0.1985,0.5425,0.1771,0.0819,349.22,96.6297714460828,101.3,100.30094386338995,37.918209776396445
8234,CCOC(C)=O,CCO,O,CC(=O)O,0.2026,0.2758,0.2049,0.3167000000000001,355.7,96.78541489879785,101.3,100.37199246144924,38.38558381395498
8235,CCOC(C)=O,CCO,O,CC(=O)O,0.1668,0.111,0.3749,0.3472999999999999,358.89,101.55233371024262,101.3,105.28900764360503,38.80541918346096
8237,CCOC(C)=O,CCO,O,CC(=O)O,0.1446,0.4385,0.1638,0.2530999999999999,354.77,96.9610984553817,101.3,100.60049190697328,38.66855778660029
8238,CCOC(C)=O,CCO,O,CC(=O)O,0.1244,0.4066,0.2902,0.1788,353.57,97.35364418682344,101.3,101.05832017523821,38.929280752076856
8239,CCOC(C)=O,CCO,O,CC(=O)O,0.1514,0.2343,0.4681,0.1462,354.96,106.36730105581154,101.3,110.34535947218808,38.572910189548594
8240,CCOC(C)=O,CCO,O,CC(=O)O,0.451,0.1027,0.3317,0.1145999999999999,347.31,97.51608534769744,101.3,101.14740259380062,36.77425433561474
8241,CCOC(C)=O,CCO,O,CC(=O)O,0.5047,0.2086,0.1968,0.0898999999999999,347.56,100.53121827466465,101.3,104.23848809347827,36.47618536043061
8242,CCOC(C)=O,CCO,O,CC(=O)O,0.1366,0.1488,0.4646,0.2499999999999999,355.54,96.11312260330806,101.3,99.73029922323352,38.9379406720452
8243,CCOC(C)=O,CCO,O,CC(=O)O,0.143,0.4549,0.2554,0.1466999999999999,351.23,93.86412670109499,101.3,97.45751200333133,38.64335724864362
8244,CCOC(C)=O,CCO,O,CC(=O)O,0.1449,0.3434,0.3655,0.1462,351.17,92.64219375019604,101.3,96.19812344078309,38.72983807497368
8246,CCOC(C)=O,CCO,O,CC(=O)O,0.1192,0.1413,0.5528,0.1867000000000001,353.84,93.83272815185214,101.3,97.39981865091825,38.95007750447107
8248,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.101,0.8,0.0989999999999999,0.0,334.72,101.60349617209731,101.33,104.99791395256938,30.70408113211119
8249,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.201,0.7,0.0989999999999999,0.0,335.04,101.05951108984036,101.33,104.45259048590859,30.91361951828773
8250,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.101,0.701,0.198,0.0,333.99,100.96246568767407,101.33,104.32089873242106,30.440594383957112
8251,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.301,0.6,0.099,0.0,335.24,102.42748860919237,101.33,105.87177911186566,30.997235223373927
8252,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.201,0.6,0.1989999999999999,0.0,334.06,101.16660607893328,101.33,104.55427152173507,30.65311401632638
8253,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.101,0.6,0.299,0.0,333.81,101.19006624992981,101.33,104.54672615936153,30.324790783109105
8254,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.4,0.502,0.0979999999999999,0.0,334.14,101.35516016068775,101.33,104.78536574570425,30.989725277677103
8255,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.3,0.5,0.1999999999999999,0.0,333.37,101.37835235221388,101.33,104.795511489071,30.724959560429483
8256,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.2,0.501,0.299,0.0,333.3,101.03264965937291,101.33,104.41978590486261,30.549108915805938
8257,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.1,0.5,0.4,0.0,333.74,101.18080786883118,101.33,104.53451068118272,30.288546218816823
8258,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.499,0.402,0.0989999999999999,0.0,333.31,102.77845233664618,101.33,106.26429117599966,30.90126875370092
8259,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.4,0.401,0.1989999999999999,0.0,331.7,100.07589312756859,101.33,103.48175454865739,30.70750188369485
8260,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.3,0.4,0.2999999999999999,0.0,332.0,100.90783710664176,101.33,104.32365713845104,30.60127566692873
8261,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.197,0.4,0.4029999999999999,0.0,332.55,100.53940406279413,101.33,103.92000511910747,30.50074398436899
8262,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.1,0.4,0.5,0.0,333.66,100.85007431045332,101.33,104.19550092080243,30.297983936070057
8263,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.6,0.3,0.1,0.0,330.97,99.96431640008896,101.33,103.39588281479487,30.83339009903032
8264,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.5,0.3,0.2,0.0,330.26,100.63031270411464,101.33,104.07771212231391,30.640010128052094
8265,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.4,0.301,0.299,0.0,329.77,99.04092276451212,101.33,102.4369542299106,30.576576966148618
8266,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.3,0.3,0.3999999999999999,0.0,330.46,99.53707917133727,101.33,102.92960329064566,30.522927459475806
8267,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.199,0.301,0.4999999999999999,0.0,331.61,99.59627006055027,101.33,102.96003729322005,30.461349988687026
8268,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.099,0.3,0.601,0.0,333.48,100.10116983647153,101.33,103.4275276389136,30.317128349999958
8269,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.7,0.201,0.099,0.0,329.25,99.3156244941799,101.33,102.75503248885249,30.7791860645888
8270,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.6,0.2,0.2,0.0,327.75,97.79119237626519,101.33,101.19017859703425,30.609330241861496
8271,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.5,0.2,0.3,0.0,327.37,97.12188517109182,101.33,100.49778840218761,30.54010651355662
8272,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.399,0.202,0.3989999999999999,0.0,327.69,96.90726462812928,101.33,100.26372829877405,30.49275726342107
8273,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.299,0.201,0.5,0.0,328.05,95.36980431875769,101.33,98.66119263436144,30.452134535366543
8274,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.199,0.2,0.601,0.0,330.28,97.82006104074385,101.33,101.14160650382743,30.377691472925424
8275,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.098,0.2,0.702,0.0,333.8,101.21090419304565,101.33,104.56480224762807,30.29229186764455
8276,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.801,0.1,0.0989999999999999,0.0,327.01,97.02920995202004,101.33,100.43428377397429,30.760756988413046
8277,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.701,0.101,0.198,0.0,325.65,96.12150268410586,101.33,99.50492012608326,30.596465331370066
8278,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.6,0.1,0.3,0.0,325.05,95.24641826467894,101.33,98.60360200153016,30.524825710448987
8279,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.499,0.1,0.401,0.0,325.16,95.10460595136092,101.33,98.44820900201759,30.468591215484274
8280,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.4,0.1,0.5,0.0,325.61,94.9075815327655,101.33,98.22698883204251,30.397414120577068
8281,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.298,0.1,0.602,0.0,326.78,95.4612322756897,101.33,98.76447430541023,30.29560405970919
8282,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.199,0.1,0.701,0.0,328.65,95.85086987832238,101.33,99.11986997845898,30.209187543204298
8283,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.096,0.1,0.804,0.0,332.33,96.93716234076487,101.33,100.17081830433192,30.223075326384073
8284,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.065,0.6,0.3350000000000001,0.0,333.94,101.77297332787171,101.33,105.12961441759322,30.177181993776045
8285,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.109,0.799,0.0919999999999999,0.0,308.15,38.619815129910876,38.264,40.182622442326256,31.42102049263701
8286,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.207,0.7,0.093,0.0,308.15,37.798222922999535,37.344,39.33886150158709,31.644108385619933
8287,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.11,0.704,0.186,0.0,308.15,39.693520947875825,39.557,41.28531569527793,31.14361599935482
8288,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.305,0.601,0.094,0.0,308.15,37.97698489154216,36.744,39.52915544547107,31.729187797346224
8289,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.204,0.603,0.193,0.0,308.15,39.504179831883675,39.383,41.099447719444434,31.356913375157127
8290,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.107,0.6,0.293,0.0,308.15,40.27302511678066,40.477,41.88230011725546,31.03470752053908
8291,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.399,0.514,0.0869999999999999,0.0,308.15,38.72028258142217,38.53,40.30231389792116,31.71899137210736
8292,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.301,0.502,0.197,0.0,308.15,40.45105859603042,39.97,42.087744811484306,31.416785278085516
8293,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.2,0.504,0.296,0.0,308.15,40.621157443297506,40.143,42.2564996156285,31.262600551192094
8294,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.098,0.502,0.4,0.0,308.15,40.42063101662971,40.183,42.03399322843798,31.00058241142542
8295,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.495,0.411,0.094,0.0,308.15,40.6534666566272,39.503,42.30642314349003,31.568088969073635
8296,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.399,0.406,0.1949999999999999,0.0,308.15,42.21348487850392,42.676,43.918060445356616,31.355106783733646
8297,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.297,0.403,0.3,0.0,308.15,42.297800687847534,41.957,44.002065435766625,31.288227554825696
8298,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.19,0.404,0.406,0.0,308.15,41.41897680667716,41.823,43.084259305846096,31.222549509716373
8299,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.097,0.4,0.503,0.0,308.15,40.333162616951256,40.677,41.944971333736206,31.03717513982388
8300,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.6,0.303,0.097,0.0,308.15,43.10156936761776,43.756,44.84575463678087,31.421324558977933
8301,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.498,0.305,0.197,0.0,308.15,44.673699371127526,45.423,46.47099977588176,31.242308278304233
8302,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.4,0.304,0.296,0.0,308.15,44.84968302381642,45.903,46.651337831174196,31.196030467985185
8303,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.297,0.302,0.4010000000000001,0.0,308.15,44.05935804459644,45.103,45.82889329255386,31.189610649433185
8304,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.194,0.304,0.502,0.0,308.15,42.38061786698199,43.01,44.08239120911584,31.183511314145846
8305,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.094,0.299,0.607,0.0,308.15,40.14878419928901,40.103,41.75530165276552,31.076574542930384
8306,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.697,0.208,0.095,0.0,308.15,45.37765099903688,47.209,47.20844096664388,31.329029443281286
8307,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.599,0.203,0.198,0.0,308.15,47.45534842611324,50.209,49.358271889637614,31.141415881921986
8308,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.497,0.204,0.299,0.0,308.15,47.803935927352875,49.823,49.71749380819451,31.08814767919121
8309,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.396,0.208,0.396,0.0,308.15,47.15327490941217,49.956,49.03993470126373,31.07437709075506
8310,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.29,0.207,0.503,0.0,308.15,45.74830600020609,48.076,47.57815121436391,31.064387311756125
8311,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.193,0.202,0.605,0.0,308.15,43.59084210758917,44.623,45.334496222228395,31.06619306562397
8312,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.086,0.197,0.7170000000000001,0.0,308.15,39.809723637604236,40.223,41.402818740221505,31.079345716190794
8313,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.807,0.104,0.0889999999999999,0.0,308.15,47.84523940725337,51.089,49.771924320785956,31.270762514684662
8314,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.71,0.107,0.183,0.0,308.15,49.963604592132185,53.556,51.96370724894585,31.089592107024604
8315,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.599,0.103,0.298,0.0,308.15,50.910267018026886,55.182,52.942652850454024,31.005622471620033
8316,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.491,0.102,0.407,0.0,308.15,50.67978210233656,54.569,52.70024500981731,30.964716008461217
8317,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.396,0.103,0.501,0.0,308.15,49.820706602870345,54.102,51.804043677501696,30.920730313108773
8318,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.283,0.102,0.6150000000000001,0.0,308.15,47.95447319747376,51.916,49.85917583332784,30.851776764152834
8319,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.193,0.1,0.707,0.0,308.15,45.363251653203335,48.209,47.16342015156353,30.824680145958666
8320,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.087,0.1,0.8130000000000001,0.0,308.15,40.0924076371976,42.783,41.69111663779974,30.971089435137227
8321,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.065,0.6,0.3350000000000001,0.0,308.15,40.54960674664234,40.063,42.16092129955899,30.86540948252194
8322,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.103,0.8,0.0969999999999999,0.0,318.15,56.900054436426856,56.849,59.03619761424726,31.113807793344577
8323,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.205,0.7,0.095,0.0,318.15,55.70696625622767,55.769,57.814707065642985,31.353154450434747
8324,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.107,0.703,0.19,0.0,318.15,58.147049200754296,60.395,60.31145778850347,30.85419639268973
8325,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.304,0.601,0.0949999999999999,0.0,318.15,55.99170873351518,54.955,58.116324940385546,31.441797957963836
8326,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.203,0.602,0.1949999999999999,0.0,318.15,57.975930411884946,58.155,60.148999839897776,31.065185117211207
8327,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.105,0.6,0.295,0.0,318.15,58.85231319410932,59.648,61.03455711547797,30.737783777809266
8328,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.399,0.51,0.0909999999999999,0.0,318.15,57.260836563278616,57.795,59.43206004660931,31.41978010515912
8329,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.301,0.501,0.198,0.0,318.15,59.40468884274777,59.235,61.635504311772216,31.122618533577157
8330,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.2,0.503,0.297,0.0,318.15,59.52243114627428,59.635,61.74562177097708,30.957926802954148
8331,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.098,0.502,0.4,0.0,318.15,59.025509767781074,56.209,61.21127197746713,30.697734558757602
8332,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.496,0.408,0.096,0.0,318.15,59.94330235389774,60.488,62.20637144814915,31.285860880170844
8333,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.4,0.404,0.1959999999999999,0.0,318.15,61.988113659485364,62.608,64.31146962995155,31.063883025184538
8334,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.298,0.402,0.2999999999999999,0.0,318.15,62.01597946349841,62.008,64.33408883369395,30.98133204571369
8335,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.193,0.402,0.4049999999999999,0.0,318.15,60.71641413222346,61.262,62.98034985320557,30.90631046100693
8336,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.098,0.4,0.502,0.0,318.15,58.94020530413414,59.915,61.124795839610755,30.72518177156539
8337,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.6,0.302,0.098,0.0,318.15,63.349982672631256,64.155,65.73114142049708,31.1506985758522
8338,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.499,0.303,0.198,0.0,318.15,65.5221543377273,66.355,67.9692729161276,30.95588343343596
8339,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.4,0.303,0.297,0.0,318.15,65.6867227057838,66.875,68.13509820097758,30.895303354355896
8340,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.298,0.301,0.4009999999999999,0.0,318.15,64.5278451108837,66.408,66.93134129703755,30.874064366499443
8341,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.196,0.302,0.502,0.0,318.15,62.105913523574785,63.475,64.41783449796321,30.85618207041755
8342,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.096,0.299,0.605,0.0,318.15,58.7515726131785,59.222,60.931376303399574,30.755730014264383
8343,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.698,0.206,0.096,0.0,318.15,66.66054568437582,69.328,69.15874218193433,31.060399696377534
8344,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.599,0.202,0.199,0.0,318.15,69.48052291076974,72.447,72.06722524055742,30.85920624655896
8345,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.498,0.202,0.3,0.0,318.15,69.97126116791648,72.327,72.5704288857057,30.791684679807464
8346,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.397,0.206,0.397,0.0,318.15,69.00144888711486,71.287,71.56243164975444,30.76620203607207
8347,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.293,0.205,0.5020000000000001,0.0,318.15,66.98853837310386,70.834,69.47307905329706,30.745141928081146
8348,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.195,0.201,0.6039999999999999,0.0,318.15,63.801706453879305,66.635,66.16754814208126,30.738731166173245
8349,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.09,0.198,0.712,0.0,318.15,58.428591787791554,58.995,60.596095763617114,30.751320998010897
8350,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.805,0.103,0.0919999999999999,0.0,318.15,70.29274394184894,73.967,72.92174889432641,30.998889429105233
8351,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.707,0.105,0.188,0.0,318.15,73.22963531165507,77.58,75.95103610527066,30.804987818181306
8352,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.599,0.102,0.299,0.0,318.15,74.39914954961934,80.38,77.15567160971733,30.71372721334912
8353,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.494,0.101,0.405,0.0,318.15,74.04190121374455,79.327,76.7806640716623,30.663996590338826
8354,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.397,0.102,0.501,0.0,318.15,72.73496713981801,78.914,75.42078752398473,30.612509446596462
8355,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.288,0.101,0.611,0.0,318.15,70.09590251454077,75.434,72.67813059641168,30.541168010222666
8356,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.195,0.1,0.705,0.0,318.15,66.20465063298357,69.888,68.64116355318168,30.512052897666088
8357,CC(C)=O,ClC(Cl)Cl,CCCCCC,---,0.09,0.1,0.81,0.0,318.15,58.793097594398134,62.142,60.9664530161989,30.645110393979603
