,DDB index,molecule_1,molecule_2,molecule_3,molecule_4,x1 [mol/mol],x2 [mol/mol],x3 [mol/mol],x4 [mol/mol],T [K],p_cosmo,p_ddb,p_cosmo_plus1K,hov_cosmo,hov_baseline
1195,1776,CCO,O,C1CCCCC1,---,0.4412,0.0011,0.5577,0.0,393.15,531.3961341520934,555.632,545.6498902234056,34.10408176445819,42.4877367764
1196,1777,CCO,O,C1CCCCC1,---,0.4957,0.0012,0.5031,0.0,393.15,533.4151123527373,558.261,547.7786332378583,34.23488559130643,41.4212603214
1197,1778,CCO,O,C1CCCCC1,---,0.5472,0.0014,0.4513999999999999,0.0,393.15,534.3836839069779,560.793,548.8271333301864,34.36130275655523,40.4119757464
1198,1779,CCO,O,C1CCCCC1,---,0.5959,0.0015,0.4026,0.0,393.15,534.1623088033808,561.095,548.6534892622465,34.48744771863792,39.4588432278
1199,1780,CCO,O,C1CCCCC1,---,0.6453,0.0016,0.3531,0.0,393.15,532.6547546087317,562.07,547.1659634706318,34.630919841691984,38.4920312686
1200,1781,CCO,O,C1CCCCC1,---,0.6928,0.0018,0.3054,0.0,393.15,529.6751957030965,560.065,544.1740092232262,34.79377098703609,37.5609149256
1201,1782,CCO,O,C1CCCCC1,---,0.7387,0.0019,0.2593999999999999,0.0,393.15,524.8164501196879,556.788,539.2622016714458,34.98477120628975,36.66250016939999
1202,1783,CCO,O,C1CCCCC1,---,0.7852,0.002,0.2128,0.0,393.15,517.3003952320472,550.425,531.6403101193371,35.22967497374698,35.7523601784
1203,1784,CCO,O,C1CCCCC1,---,0.8264,0.0021,0.1714999999999999,0.0,393.15,507.729810871192,541.398,521.9180662066301,35.51024769421371,34.945793094799996
1204,1785,CCO,O,C1CCCCC1,---,0.8488,0.0022,0.149,0.0,393.15,501.0612330393002,534.681,515.1381348718359,35.697835774091295,34.506616701599995
1205,1786,CCO,O,C1CCCCC1,---,0.6705,0.0578,0.2717,0.0,393.15,550.0143398408566,582.672,565.1742023287499,35.03157485770221,37.193498179
1206,1787,CCO,O,C1CCCCC1,---,0.6355,0.1074,0.2571,0.0,393.15,568.3527960773753,598.263,584.0378882983607,35.0751956861605,37.166060384999994
1207,1788,CCO,O,C1CCCCC1,---,0.5772,0.1896,0.2331999999999999,0.0,393.15,598.6115745908648,616.852,615.0776229401811,34.96185697354952,37.1263726984
1208,1789,CCO,O,C1CCCCC1,---,0.5497,0.2284,0.2219,0.0,393.15,613.6518292203123,619.673,630.4702388937209,34.836485519316106,37.1072732214
1209,1790,CCO,O,C1CCCCC1,---,0.5258,0.2621,0.2120999999999999,0.0,393.15,627.5866208954219,628.851,644.7145524492755,34.69182708603817,37.090971329599995
1210,1791,CCO,O,C1CCCCC1,---,0.493,0.3083,0.1987,0.0,393.15,648.6882969656481,634.972,666.2616273148865,34.43948594578319,37.069307004
1211,1792,CCO,O,C1CCCCC1,---,0.4518,0.3662,0.182,0.0,393.15,680.0438128983733,640.927,698.2458639208114,34.03227782113022,37.0439835676
1212,1793,CCO,O,C1CCCCC1,---,0.4233,0.0502,0.5265,0.0,393.15,585.5871126844215,598.345,601.5764172173939,34.708131514826185,42.1333012606
1213,1794,CCO,O,C1CCCCC1,---,0.4039,0.0943,0.5018,0.0,393.15,622.0545380502447,620.662,639.1581397525025,34.947154208576336,41.8798935318
1214,1795,CCO,O,C1CCCCC1,---,0.3856,0.1355,0.4789,0.0,393.15,649.0836822661526,634.024,666.9696905885995,35.02294089039619,41.6465840652
1215,1796,CCO,O,C1CCCCC1,---,0.3686,0.1739,0.4574999999999999,0.0,393.15,669.970020312393,640.722,688.4226974448113,35.006339318844255,41.42803015519999
1216,1797,CCO,O,C1CCCCC1,---,0.3283,0.0647,0.607,0.0,393.15,629.5578805785237,611.295,646.837744953476,34.887311334143185,43.781824140599994
1217,1798,CCO,O,C1CCCCC1,---,0.3141,0.106,0.5799,0.0,393.15,671.3898639396878,633.931,689.9313449511378,35.09915100798234,43.4669579422
1218,1799,CCO,O,C1CCCCC1,---,0.3019,0.1413,0.5568,0.0,393.15,697.3384045388686,634.012,716.6272671160118,35.154476873267576,43.199065267799995
1219,1800,CCO,O,C1CCCCC1,---,0.4384,0.5363,0.0252999999999999,0.0,393.15,542.1659891231094,561.534,557.20777661219,35.2587674083063,34.866113050799996
1220,1801,CCO,O,C1CCCCC1,---,0.4263,0.5213,0.0524,0.0,393.15,647.4384695885619,620.688,664.6348937029315,33.774648796677695,35.3177160526
1221,1802,CCO,O,C1CCCCC1,---,0.4146,0.5067,0.0786999999999998,0.0,393.15,703.9265318939413,640.991,722.3222030431034,33.23765637940228,35.755765055199994
1222,1803,CCO,O,C1CCCCC1,---,0.8282,0.1176,0.0541999999999999,0.0,393.15,470.66046121123577,506.164,484.3597910636355,36.96600142307424,33.2540078204
1223,1804,CCO,O,C1CCCCC1,---,0.7884,0.1117,0.0999,0.0,393.15,505.2514587780878,542.939,519.6323070603478,36.159660118254784,34.1164050748
1224,1805,CCO,O,C1CCCCC1,---,0.7364,0.104,0.1595999999999999,0.0,393.15,534.7424716422146,568.54,549.7055364797448,35.557017819356915,35.2430327288
1225,1806,CCO,O,C1CCCCC1,---,0.7067,0.0997,0.1936,0.0,393.15,546.3015238440764,582.092,561.4945045361969,35.342426005239474,35.8851064934
1226,1807,CCO,O,C1CCCCC1,---,0.6576,0.0926,0.2498,0.0,393.15,560.0541444831237,593.089,575.5246818941224,35.1075827972624,36.9464564152
1227,1808,CCO,O,C1CCCCC1,---,0.6157,0.0866,0.2976999999999999,0.0,393.15,568.3421746650668,597.464,583.9852301276004,34.98310221919151,37.85132628539999
1228,1809,CCO,O,C1CCCCC1,---,0.5744,0.0808,0.3448,0.0,393.15,574.687885665172,598.611,590.4689955832005,34.90323192856592,38.7416023328
1229,1810,CCO,O,C1CCCCC1,---,0.5276,0.0742,0.3982,0.0,393.15,580.657660829303,601.24,596.5757524382805,34.845029285215546,39.750834051199995
1230,1811,CCO,O,C1CCCCC1,---,0.4843,0.0681,0.4476,0.0,393.15,585.7297328675197,603.852,601.7704212361161,34.80981279847188,40.6844970966
1231,1812,CCO,O,C1CCCCC1,---,0.4393,0.0619,0.4987999999999999,0.0,393.15,591.1885105671699,604.641,607.3664817284923,34.7839111586779,41.6528159346
1232,1813,CCO,O,C1CCCCC1,---,0.3975,0.0561,0.5464,0.0,393.15,596.7495485674269,604.754,613.0695749810632,34.762636038863235,42.552863011
1233,1814,CCO,O,C1CCCCC1,---,0.3491,0.0495,0.6014,0.0,393.15,604.4258954783571,604.217,620.9427565921196,34.735455564481335,43.593362022200004
1250,1845,C1CCOC1,CCOC(C)=O,---,---,0.0,1.0,0.0,0.0,313.15,25.21512009007877,25.05,26.311444655809225,34.81201151661914,35.46598
1251,1846,C1CCOC1,CCOC(C)=O,---,---,0.0079,0.9921,0.0,0.0,313.15,25.37107209766027,25.25,26.472582675292355,34.76274308023544,35.433854729000004
1252,1847,C1CCOC1,CCOC(C)=O,---,---,0.0468,0.9532,0.0,0.0,313.15,26.12822999983772,26.043,27.254912087613604,34.531652999385166,35.275668268000004
1253,1848,C1CCOC1,CCOC(C)=O,---,---,0.1118,0.8882,0.0,0.0,313.15,27.35484049832857,27.238,28.52226675774371,34.18332934763075,35.011346418
1254,1849,C1CCOC1,CCOC(C)=O,---,---,0.1974,0.8026,0.0,0.0,313.15,28.900898670604448,28.85,30.119588271636974,33.783735201294085,34.663254874
1255,1850,C1CCOC1,CCOC(C)=O,---,---,0.3133,0.6867,0.0,0.0,313.15,30.879549563363813,30.649,32.16360983979814,33.32446007219529,34.191948683
1256,1851,C1CCOC1,CCOC(C)=O,---,---,0.4058,0.5942000000000001,0.0,0.0,313.15,32.3737734980384,32.229,33.706936560797935,33.00829694422271,33.815798358
1257,1852,C1CCOC1,CCOC(C)=O,---,---,0.5233,0.4767,0.0,0.0,313.15,34.17650670212814,33.905,35.56847359093137,32.65346213731929,33.337985783
1258,1853,C1CCOC1,CCOC(C)=O,---,---,0.566,0.434,0.0,0.0,313.15,34.80798130727871,34.556,36.22040155443469,32.53455526155174,33.16434666
1259,1854,C1CCOC1,CCOC(C)=O,---,---,0.6474,0.3526,0.0,0.0,313.15,35.98062663534398,35.708,37.43078254822613,32.319396986187826,32.833334374
1260,1855,C1CCOC1,CCOC(C)=O,---,---,0.7339,0.2661,0.0,0.0,313.15,37.18643720135493,36.96,38.67500246787391,32.103927222748965,32.481582989
1261,1856,C1CCOC1,CCOC(C)=O,---,---,0.8194,0.1805999999999999,0.0,0.0,313.15,38.34261107023549,38.04,39.86755739861715,31.900830943473263,32.133898094
1262,1857,C1CCOC1,CCOC(C)=O,---,---,0.905,0.0949999999999999,0.0,0.0,313.15,39.46928004910069,39.05,41.029186653604576,31.704504606581114,31.785806549999997
1263,1858,C1CCOC1,CCOC(C)=O,---,---,0.9614,0.0385999999999999,0.0,0.0,313.15,40.19674658860674,39.841,41.77893563851197,31.57787377010896,31.556456513999997
1264,1859,C1CCOC1,CCOC(C)=O,---,---,0.9898,0.0101999999999999,0.0,0.0,313.15,40.55898095294901,40.159,42.15217354687688,31.514725603369488,31.440968197999997
1265,1860,C1CCOC1,CCOC(C)=O,---,---,1.0,0.0,0.0,0.0,313.15,40.68844413993592,40.201,42.28555401291735,31.49212989620873,31.39949
1266,1861,C1CCOC1,CCOC(C)=O,---,---,0.0,1.0,0.0,0.0,333.15,55.84667606693041,55.858,57.94448348965799,34.131369918795606,34.07993
1267,1862,C1CCOC1,CCOC(C)=O,---,---,0.0074,0.9926,0.0,0.0,333.15,56.11360761539334,56.159,58.21884906479732,34.09014770849624,34.0512921554
1268,1863,C1CCOC1,CCOC(C)=O,---,---,0.0465,0.9535,0.0,0.0,333.15,57.50405048448187,57.493,59.64799358969276,33.881239650808915,33.899975976499995
1269,1864,C1CCOC1,CCOC(C)=O,---,---,0.1068,0.8932,0.0,0.0,333.15,59.58443521549189,59.5,61.78619944601586,33.58553361333636,33.666616242799996
1270,1865,C1CCOC1,CCOC(C)=O,---,---,0.194,0.806,0.0,0.0,333.15,62.46257666862685,62.4,64.74410766992432,33.205531282558745,33.329154074
1271,1866,C1CCOC1,CCOC(C)=O,---,---,0.28,0.72,0.0,0.0,333.15,65.16011079601634,65.115,67.51607070640486,32.87516960225223,32.99633588
1272,1867,C1CCOC1,CCOC(C)=O,---,---,0.3879,0.6121,0.0,0.0,333.15,68.36292148469461,67.754,70.80666171224438,32.508937063580824,32.5787651459
1273,1868,C1CCOC1,CCOC(C)=O,---,---,0.4727,0.5273,0.0,0.0,333.15,70.75048232463993,70.509,73.2590948467101,32.250285325744315,32.2505909267
1274,1869,C1CCOC1,CCOC(C)=O,---,---,0.5234,0.4766,0.0,0.0,333.15,72.12784066282306,71.881,74.6735984723754,32.10537363190043,32.0543829914
1275,1870,C1CCOC1,CCOC(C)=O,---,---,0.6095,0.3904999999999999,0.0,0.0,333.15,74.3874887832377,74.053,76.99364436084217,31.8727043472959,31.721177799499998
1276,1871,C1CCOC1,CCOC(C)=O,---,---,0.7067,0.2933,0.0,0.0,333.15,76.82810755900161,76.462,79.49857446267298,31.625962818218515,31.3450158407
1277,1872,C1CCOC1,CCOC(C)=O,---,---,0.7966,0.2034,0.0,0.0,333.15,78.99123240756077,78.631,81.71770190268423,31.40868178745406,30.9971047286
1278,1873,C1CCOC1,CCOC(C)=O,---,---,0.8736,0.1263999999999999,0.0,0.0,333.15,80.77858685537976,80.365,83.55047147633248,31.22837552025891,30.699116345599997
1279,1874,C1CCOC1,CCOC(C)=O,---,---,0.9262,0.0737999999999999,0.0,0.0,333.15,81.96742176653655,81.571,84.76901232211871,31.107309305886886,30.495555450199998
1280,1875,C1CCOC1,CCOC(C)=O,---,---,0.9554,0.0445999999999999,0.0,0.0,333.15,82.61668551406531,82.211,85.43431172526705,31.040621034666177,30.3825520634
1281,1876,C1CCOC1,CCOC(C)=O,---,---,1.0,0.0,0.0,0.0,333.15,83.59416490617443,83.1,86.43566207120269,30.939263113003967,30.209951
1323,1945,C=CC=C,C1CCCCC1,---,---,0.0,1.0,0.0,0.0,383.15,230.30450828696465,225.955,236.2518680505773,31.201782636649728,50.364674
1324,1955,C=CC=C,C1CCCCC1,---,---,0.982,0.018,0.0,0.0,383.15,2166.331008952359,2026.5,2206.069320895126,22.24524815940043,15.746159259999999
1325,1956,C=CC=C,C1CCCCC1,---,---,1.0,0.0,0.0,0.0,383.15,2200.216861137309,2093.375,2240.543442685766,22.227049452810498,15.111604
1326,1959,C=CC=C,c1ccccc1,---,---,0.264,0.736,0.0,0.0,303.15,107.42494655467966,101.325,110.76637765236173,23.482293574295,31.779645696
1327,1960,C=CC=C,c1ccccc1,---,---,0.422,0.5780000000000001,0.0,0.0,303.15,158.507139856938,151.988,163.37732335633478,23.200106600879444,29.368725908000002
1328,1961,C=CC=C,c1ccccc1,---,---,0.584,0.416,0.0,0.0,303.15,208.50509547858425,202.65,214.907307484142,23.18521371088131,26.896770175999997
1329,1962,C=CC=C,c1ccccc1,---,---,0.746,0.254,0.0,0.0,303.15,257.435384603578,253.313,265.34971319347943,23.213230601017862,24.424814444
1330,1963,C=CC=C,c1ccccc1,---,---,0.904,0.0959999999999999,0.0,0.0,303.15,305.56803928269903,303.975,314.95811769304805,23.203516406961835,22.013894655999998
1331,1964,C=CC=C,c1ccccc1,---,---,1.0,0.0,0.0,0.0,303.15,335.69714288835314,333.359,345.99481364929966,23.163031453690778,20.549032
1332,1965,C=CC=C,c1ccccc1,---,---,0.0,1.0,0.0,0.0,343.15,72.01812653929582,73.461,74.58715623607299,34.41611736177291,33.38372
1333,1966,C=CC=C,c1ccccc1,---,---,0.04,0.96,0.0,0.0,343.15,110.89971163865354,101.325,114.28565956548206,29.530496187517628,32.774239359999996
1334,1967,C=CC=C,c1ccccc1,---,---,0.148,0.852,0.0,0.0,343.15,213.79405311511167,202.65,219.37665112925256,25.310413265660245,31.128641631999997
1335,1968,C=CC=C,c1ccccc1,---,---,0.266,0.734,0.0,0.0,343.15,323.0975584644591,303.975,331.0653405104256,23.920536985708825,29.330673744
1336,1969,C=CC=C,c1ccccc1,---,---,0.376,0.624,0.0,0.0,343.15,422.5198679405627,405.3,432.6978876562206,23.372490637334263,27.654601983999996
1337,1970,C=CC=C,c1ccccc1,---,---,0.492,0.508,0.0,0.0,343.15,525.3243497077525,506.625,537.8207947015983,23.08404086443653,25.887108128
1338,1971,C=CC=C,c1ccccc1,---,---,0.61,0.39,0.0,0.0,343.15,628.385329487688,607.95,643.2294869890599,22.925436471842144,24.08914024
1339,1972,C=CC=C,c1ccccc1,---,---,0.728,0.272,0.0,0.0,343.15,730.6512741771922,709.275,747.8356920016843,22.826261681094188,22.291172351999997
1340,1973,C=CC=C,c1ccccc1,---,---,0.844,0.156,0.0,0.0,343.15,831.2227225220005,810.6,850.7046925582548,22.747986192904225,20.523678496
1341,1974,C=CC=C,c1ccccc1,---,---,0.958,0.042,0.0,0.0,343.15,930.9923496591352,911.925,952.7343713901964,22.66727032611866,18.786658672
1342,1975,C=CC=C,c1ccccc1,---,---,1.0,0.0,0.0,0.0,343.15,968.1808243767543,949.415,990.7571930554316,22.633438276161385,18.146704
1343,1976,C=CC=C,CCCCCC,---,---,0.0,1.0,0.0,0.0,303.15,24.42852841486064,24.926,25.47922451872558,32.283811798225386,31.73614
1344,1979,C=CC=C,CCCCCC,---,---,0.396,0.604,0.0,0.0,303.15,166.89537743134557,151.988,172.05960020388454,23.36189600497801,27.306045232
1345,1980,C=CC=C,CCCCCC,---,---,0.57,0.43,0.0,0.0,303.15,217.76144153035997,202.65,224.46873557792568,23.25647037297502,25.35948844
1346,1981,C=CC=C,CCCCCC,---,---,0.74,0.26,0.0,0.0,303.15,263.87549760410093,253.313,271.9994342007159,23.245981363586186,23.457680080000003
1347,1982,C=CC=C,CCCCCC,---,---,0.888,0.1119999999999999,0.0,0.0,303.15,303.70902724583544,303.975,313.0497508531976,23.2225505186635,21.801988095999995
1348,1983,C=CC=C,CCCCCC,---,---,1.0,0.0,0.0,0.0,303.15,335.69714288835314,333.359,345.99481364929966,23.163031453690778,20.549032
1349,1984,C=CC=C,CCCCCC,---,---,0.0,1.0,0.0,0.0,343.15,105.5689133978554,105.378,108.95420161043792,30.992422142553984,29.069685
1350,1989,C=CC=C,CCCCCC,---,---,0.466,0.534,0.0,0.0,343.15,548.7509742997144,506.625,561.7773303118943,23.03621594468488,23.979575854000004
1351,1990,C=CC=C,CCCCCC,---,---,0.586,0.414,0.0,0.0,343.15,645.9919179640414,607.95,661.2317174148869,22.895332091951637,22.668818134
1352,1991,C=CC=C,CCCCCC,---,---,0.704,0.296,0.0,0.0,343.15,737.7879658215309,709.275,755.1338895258197,22.81801231582901,21.379906376
1353,1992,C=CC=C,CCCCCC,---,---,0.826,0.174,0.0,0.0,343.15,831.0719693589268,810.6,850.5570659040806,22.755674463494582,20.047302694
1354,1993,C=CC=C,CCCCCC,---,---,0.952,0.048,0.0,0.0,343.15,929.2426833761898,911.925,950.951492263804,22.67516743828847,18.671007088
1355,1994,C=CC=C,CCCCCC,---,---,1.0,0.0,0.0,0.0,343.15,968.1808243767543,949.415,990.7571930554316,22.633438276161385,18.146704
1356,1995,c1ccccc1,C1CCCCC1,CCCCO,---,0.032,0.02,0.948,0.0,382.65,100.56306023239972,101.33,103.98689515484952,40.86552154051672,42.261220460000004
1357,1996,c1ccccc1,C1CCCCC1,CCCCO,---,0.042,0.21,0.748,0.0,362.0,94.09369611991222,101.33,97.22197781869356,35.73348228306982,45.127298336
1358,1997,c1ccccc1,C1CCCCC1,CCCCO,---,0.035,0.315,0.6499999999999999,0.0,357.75,94.37288659392892,101.33,97.49161598049466,34.6943695501186,45.819007694999996
1359,1998,c1ccccc1,C1CCCCC1,CCCCO,---,0.044,0.41,0.546,0.0,355.3,96.64089903053484,101.33,99.82210429552848,34.08992435942059,46.07053708800001
1360,1999,c1ccccc1,C1CCCCC1,CCCCO,---,0.066,0.498,0.4359999999999999,0.0,353.75,99.650857392926,101.33,102.9145269414142,33.62509470153534,46.043523015999995
1361,2000,c1ccccc1,C1CCCCC1,CCCCO,---,0.063,0.578,0.3590000000000001,0.0,353.5,102.21409564161532,101.33,105.54649667972836,33.427440541320514,46.277578945
1362,2001,c1ccccc1,C1CCCCC1,CCCCO,---,0.048,0.676,0.2759999999999999,0.0,353.15,103.04211623045424,101.33,106.39518920149268,33.299572878553576,46.70089019999999
1363,2002,c1ccccc1,C1CCCCC1,CCCCO,---,0.034,0.746,0.2199999999999999,0.0,352.75,102.2768528791841,101.33,105.60732424758218,33.24689059796615,47.034582866
1364,2003,c1ccccc1,C1CCCCC1,CCCCO,---,0.054,0.79,0.1559999999999999,0.0,352.45,103.8838397519855,101.33,107.24881327091109,33.01829596015026,46.862971086
1365,2004,c1ccccc1,C1CCCCC1,CCCCO,---,0.035,0.862,0.1029999999999999,0.0,352.35,103.03157214800432,101.33,106.36334485230526,32.945142490436425,47.263966648
1366,2005,c1ccccc1,C1CCCCC1,CCCCO,---,0.129,0.78,0.0909999999999999,0.0,351.72,106.55168100722524,101.33,109.97504166272364,32.618998777305194,45.836262731000005
1367,2006,c1ccccc1,C1CCCCC1,CCCCO,---,0.221,0.685,0.0939999999999999,0.0,351.24,108.380900451017,101.33,111.86239344601208,32.52428691561173,44.426794636000004
1368,2007,c1ccccc1,C1CCCCC1,CCCCO,---,0.202,0.574,0.2240000000000001,0.0,351.8,106.76395258803232,101.33,110.21851540211068,32.86212872929695,44.458600948
1369,2008,c1ccccc1,C1CCCCC1,CCCCO,---,0.271,0.536,0.1929999999999999,0.0,351.4,107.92653698624558,101.33,111.41638793931352,32.76601979035221,43.479358293
1370,2009,c1ccccc1,C1CCCCC1,CCCCO,---,0.324,0.511,0.1649999999999999,0.0,351.1,108.50555326244935,101.33,112.01412940264726,32.71019890411394,42.73717881599999
1371,2010,c1ccccc1,C1CCCCC1,CCCCO,---,0.324,0.535,0.1409999999999999,0.0,351.15,109.32454449558526,101.33,112.8515445513901,32.64608700566991,42.784123634
1372,2011,c1ccccc1,C1CCCCC1,CCCCO,---,0.281,0.618,0.1009999999999999,0.0,351.13,109.395534523582,101.33,112.91228658931196,32.528222876468945,43.50838349599999
1373,2012,c1ccccc1,C1CCCCC1,CCCCO,---,0.385,0.526,0.0889999999999999,0.0,350.81,109.9848223772719,101.33,113.5269700920794,32.52736373475279,41.96689843699999
1374,2013,c1ccccc1,C1CCCCC1,CCCCO,---,0.467,0.449,0.0839999999999999,0.0,350.72,110.06329066341254,101.33,113.61579184618392,32.58135250178514,40.747974137
1375,2014,c1ccccc1,C1CCCCC1,CCCCO,---,0.56,0.366,0.0739999999999999,0.0,350.8,110.0480651053116,101.33,113.60738974983045,32.66226724007659,39.37306324
1376,2015,c1ccccc1,C1CCCCC1,CCCCO,---,0.651,0.284,0.065,0.0,351.03,109.652199982574,101.33,113.20797800735312,32.78906768090376,38.020674209
1377,2016,c1ccccc1,C1CCCCC1,CCCCO,---,0.732,0.201,0.067,0.0,351.33,108.30175966321428,101.33,111.83368726661423,33.02859317625898,36.789483488
1378,2017,c1ccccc1,C1CCCCC1,CCCCO,---,0.806,0.148,0.0459999999999999,0.0,351.78,107.88722405031557,101.33,111.40986567234512,33.152339845201475,35.69779396599999
1379,2018,c1ccccc1,C1CCCCC1,CCCCO,---,0.842,0.122,0.036,0.0,351.98,107.30531338917532,101.33,110.81313991041844,33.22900696253762,35.16515819800001
1380,2019,c1ccccc1,C1CCCCC1,CCCCO,---,0.761,0.101,0.1379999999999999,0.0,352.52,106.38583851351784,101.33,109.8978540268556,33.65384640564942,36.14619515599999
1381,2020,c1ccccc1,C1CCCCC1,CCCCO,---,0.837,0.064,0.099,0.0,352.6,105.10266736785576,101.33,108.58833758391673,33.82199913222144,35.071743283
1382,2021,c1ccccc1,C1CCCCC1,CCCCO,---,0.837,0.039,0.124,0.0,353.02,104.12410406298426,101.33,107.5961600792716,34.08446446357308,34.989090174000005
1383,2022,c1ccccc1,C1CCCCC1,CCCCO,---,0.73,0.054,0.216,0.0,353.53,104.44245206167162,101.33,107.918377854346,34.117741016301,36.377539217999995
1384,2023,c1ccccc1,C1CCCCC1,CCCCO,---,0.626,0.057,0.317,0.0,354.6,104.39617251436376,101.33,107.86138516104285,34.23512613947993,37.657804451000004
1385,2024,c1ccccc1,C1CCCCC1,CCCCO,---,0.519,0.045,0.436,0.0,356.65,103.93175446901908,101.33,107.37120836565444,34.529386094729546,38.854530229000005
1386,2025,c1ccccc1,C1CCCCC1,CCCCO,---,0.408,0.052,0.54,0.0,357.75,100.36938096643414,101.33,103.69234046208403,34.756783528947224,40.214637276
1387,2026,c1ccccc1,C1CCCCC1,CCCCO,---,0.298,0.051,0.6509999999999999,0.0,361.0,99.40723908836694,101.33,102.7148401379386,35.56477300415852,41.353376215
1388,2027,c1ccccc1,C1CCCCC1,CCCCO,---,0.207,0.038,0.755,0.0,365.75,98.54366639501048,101.33,101.8552023974315,36.86331106578688,42.02380746199999
1389,2028,c1ccccc1,C1CCCCC1,CCCCO,---,0.144,0.037,0.819,0.0,369.85,99.14006001549836,101.33,102.47601220560551,37.74195087549466,42.40875871
1390,2029,c1ccccc1,C1CCCCC1,CCCCO,---,0.135,0.142,0.723,0.0,359.95,91.2777464347028,101.33,94.3125848236582,35.332494005256095,43.835362626999995
1391,2030,c1ccccc1,C1CCCCC1,CCCCO,---,0.13,0.258,0.612,0.0,355.45,93.26595021945498,101.33,96.35261136691172,34.299654310970226,44.54047797
1392,2031,c1ccccc1,C1CCCCC1,CCCCO,---,0.129,0.388,0.483,0.0,353.1,97.06975085647844,101.33,100.26358820067529,33.65425907320181,44.97771147
1393,2032,c1ccccc1,C1CCCCC1,CCCCO,---,0.131,0.505,0.364,0.0,352.75,102.53444727424406,101.33,105.87618080450189,33.275054963202834,45.228815043
1394,2033,c1ccccc1,C1CCCCC1,CCCCO,---,0.134,0.596,0.27,0.0,352.55,105.55085705477488,101.33,108.97069497806991,33.04525304092505,45.39490622
1395,2034,c1ccccc1,C1CCCCC1,CCCCO,---,0.143,0.683,0.1739999999999999,0.0,351.92,106.38748443423071,101.33,109.8234164385559,32.82387805256379,45.45758007399999
1396,2035,c1ccccc1,C1CCCCC1,CCCCO,---,0.571,0.263,0.166,0.0,351.48,108.54715555750012,101.33,112.08624541781144,33.04903731233614,39.011113654
1397,2036,c1ccccc1,C1CCCCC1,CCCCO,---,0.636,0.212,0.152,0.0,351.83,108.70609054870958,101.33,112.256528491802,33.17149182016235,38.045257992
1398,2037,c1ccccc1,C1CCCCC1,CCCCO,---,0.692,0.167,0.141,0.0,351.83,107.27766069331196,101.33,110.79835022235304,33.32898410637577,37.22128559
1399,2038,c1ccccc1,C1CCCCC1,CCCCO,---,0.695,0.149,0.156,0.0,352.05,106.8582262117288,101.33,110.3720064326604,33.43481352056029,37.133702641999996
1400,2039,c1ccccc1,C1CCCCC1,CCCCO,---,0.588,0.222,0.19,0.0,351.75,107.67981123283704,101.33,111.20187209569984,33.204136139843364,38.695127536
1401,2040,c1ccccc1,C1CCCCC1,CCCCO,---,0.485,0.194,0.321,0.0,353.35,107.33374421243272,101.33,110.8411920330365,33.47552875398138,39.896369936
1402,2041,c1ccccc1,C1CCCCC1,CCCCO,---,0.596,0.144,0.26,0.0,352.69,105.54250930911132,101.33,109.01924471728326,33.61548679899238,38.376654912
1403,2042,c1ccccc1,C1CCCCC1,CCCCO,---,0.693,0.107,0.2,0.0,353.03,106.79382130829546,101.33,110.31555404190853,33.715819667376955,37.013710795
1404,2043,c1ccccc1,C1CCCCC1,CCCCO,---,0.45,0.148,0.402,0.0,354.3,104.5344926865314,101.33,107.96662980151925,33.81221812467904,40.184295734
1405,2044,c1ccccc1,C1CCCCC1,CCCCO,---,0.359,0.271,0.37,0.0,353.43,106.94906061701286,101.33,110.42802336354482,33.34057781284989,41.708658626
1406,2045,c1ccccc1,C1CCCCC1,CCCCO,---,0.329,0.2,0.471,0.0,355.1,104.57249242778786,101.33,107.98491180346689,33.76076319709662,41.8368962
1407,2046,c1ccccc1,C1CCCCC1,CCCCO,---,0.246,0.154,0.6,0.0,357.1,98.31609509579567,101.33,101.54970016023948,34.406991670628685,42.652511575999995
1408,2047,c1ccccc1,C1CCCCC1,CCCCO,---,0.164,0.096,0.74,0.0,362.6,94.96587220821728,101.33,98.15041442408456,36.156408680013456,43.08868324
1409,2048,c1ccccc1,C1CCCCC1,CCCCO,---,0.246,0.221,0.533,0.0,355.5,101.26563009518291,101.33,104.57826158681172,33.91859938499737,42.942035142
1410,2049,c1ccccc1,C1CCCCC1,CCCCO,---,0.244,0.293,0.463,0.0,354.1,103.1155351275166,101.33,106.47860741336002,33.553441300199395,43.223525454
1411,2050,c1ccccc1,C1CCCCC1,CCCCO,---,0.25,0.387,0.363,0.0,352.8,105.44081486450226,101.33,108.86755617594147,33.19187145687566,43.414984294
1412,2051,c1ccccc1,C1CCCCC1,CCCCO,---,0.251,0.478,0.271,0.0,351.82,106.37520412298792,101.33,109.82609141377336,32.94952982308101,43.61954619
1413,2052,c1ccccc1,C1CCCCC1,CCCCO,---,0.348,0.379,0.273,0.0,352.1,108.126783124574,101.33,111.63383803540944,32.995859050784986,42.141503015
1414,2053,c1ccccc1,C1CCCCC1,CCCCO,---,0.354,0.416,0.23,0.0,351.79,108.93682118974692,101.33,112.4641418068444,32.882745381333784,42.14799728
1415,2054,c1ccccc1,C1CCCCC1,CCCCO,---,0.442,0.338,0.22,0.0,351.8,109.14714425460572,101.33,112.68997510214852,32.96428590253858,40.83809086
