,DDB index,molecule_1,molecule_2,molecule_3,molecule_4,x1 [mol/mol],x2 [mol/mol],x3 [mol/mol],x4 [mol/mol],T [K],p_cosmo,p_ddb,p_cosmo_plus1K,hov_cosmo,hov_baseline
8538,12049,CCO,CCCCO,---,---,0.062,0.938,0.0,0.0,387.45,106.93297797741886,101.33,110.70072433342187,43.33270763635353,41.30349706
8539,12050,CCO,CCCCO,---,---,0.113,0.887,0.0,0.0,384.25,107.74128715937246,101.33,111.54522831310832,42.70592055075907,41.182621921000006
8540,12051,CCO,CCCCO,---,---,0.178,0.8220000000000001,0.0,0.0,379.05,102.85946036205117,101.33,106.54157377053616,42.1275765669039,41.143093208
8541,12052,CCO,CCCCO,---,---,0.252,0.748,0.0,0.0,374.45,100.26166108937296,101.33,103.89120301310216,41.56752628098703,40.915959236000006
8542,12053,CCO,CCCCO,---,---,0.323,0.677,0.0,0.0,369.55,94.5703433473416,101.33,98.06183350796296,41.27772113739199,40.705232786
8543,12054,CCO,CCCCO,---,---,0.427,0.573,0.0,0.0,366.65,99.14546395839444,101.33,102.8110039088939,40.68930576874298,39.917633146
8544,12055,CCO,CCCCO,---,---,0.488,0.512,0.0,0.0,363.75,96.61797249629802,101.33,100.2259911797798,40.44452648118119,39.553322144
8545,12056,CCO,CCCCO,---,---,0.555,0.4449999999999999,0.0,0.0,361.25,95.6123661654142,101.33,99.21139475859226,40.20454646290698,39.078866024999996
8546,12057,CCO,CCCCO,---,---,0.574,0.426,0.0,0.0,361.45,98.47278594358548,101.33,102.167675041537,40.123097981750846,38.861188528
8547,12058,CCO,CCCCO,---,---,0.601,0.399,0.0,0.0,359.55,94.62025876753997,101.33,98.20340263399984,40.063126936530594,38.74205549199999
8548,12059,CCO,CCCCO,---,---,0.666,0.3339999999999999,0.0,0.0,358.85,98.89035586602292,101.33,102.62992606666586,39.85229872753638,38.114882963999996
8549,12060,CCO,CCCCO,---,---,0.743,0.257,0.0,0.0,357.05,99.90341934595696,101.33,103.70146393786256,39.660766183868176,37.449170822
8550,12061,CCO,CCCCO,---,---,0.738,0.262,0.0,0.0,356.45,97.2069468023128,101.33,100.91781473915825,39.68876531912667,37.551940072
8551,12062,CCO,CCCCO,---,---,0.845,0.155,0.0,0.0,354.15,98.45296823482862,101.33,102.23961580207184,39.467562345042026,36.597776755
8552,12063,CCO,CCCCO,---,---,0.887,0.1129999999999999,0.0,0.0,353.45,99.45343200901024,101.33,103.286254481641,39.38952840705756,36.20381438
8553,12064,CCO,CCCCO,---,---,0.938,0.062,0.0,0.0,352.25,99.18155378175192,101.33,103.02270640122585,39.31178970410632,35.751434771999996
8554,12065,CCO,CCCCO,---,---,0.129,0.871,0.0,0.0,380.75,98.68466937671268,101.33,102.2307335609268,42.66419461274464,41.433261169999994
8555,12066,CCO,CCCCO,---,---,0.233,0.767,0.0,0.0,375.25,99.73445267134623,101.33,103.3420578220344,41.71270374872641,41.019993218
8556,12067,CCO,CCCCO,---,---,0.282,0.718,0.0,0.0,372.75,99.31746023705256,101.33,102.9324784535876,41.41267977202013,40.795676994
8557,12068,CCO,CCCCO,---,---,0.357,0.643,0.0,0.0,368.95,97.5107457531569,101.33,101.10295176507915,41.05594758923389,40.416691059
8558,12069,CCO,CCCCO,---,---,0.453,0.5469999999999999,0.0,0.0,366.05,100.44801065076756,101.33,104.16242900250587,40.56416263806108,39.704459815
8559,12070,CCO,CCCCO,---,---,0.468,0.532,0.0,0.0,365.55,100.5879127105609,101.33,104.31181004945878,40.49955930693698,39.595294144
8560,12071,CCO,CCCCO,---,---,0.61,0.39,0.0,0.0,360.85,100.29623216244129,101.33,104.0604763174754,39.99994837986212,38.53520908
8561,12072,CCO,CCCCO,---,---,0.709,0.291,0.0,0.0,357.95,99.92084651821858,101.33,103.70770002694344,39.73858281811224,37.735207004
8562,12073,CCO,CCCCO,---,---,0.88,0.12,0.0,0.0,353.95,100.74710159557976,101.33,104.618962973425,39.39288741313259,36.239231399999994
8563,12081,CC(C)=O,c1ccccc1,---,---,0.6,0.4,0.0,0.0,308.15,35.68030029279848,39.277,37.15879665912654,32.15976899944219,30.5633406
8564,12082,CC(C)=O,c1ccccc1,---,---,0.7,0.3,0.0,0.0,308.15,38.39315366543694,41.01,39.97358212133268,31.952108866449493,29.7397337
8565,12083,CC(C)=O,c1ccccc1,---,---,0.7399,0.2601,0.0,0.0,308.15,39.46453947227284,41.677,41.08539333398343,31.88121474769722,29.411114546900002
8566,12084,CC(C)=O,c1ccccc1,---,---,0.8,0.1999999999999999,0.0,0.0,308.15,41.06991441752648,42.676,42.75144347634584,31.78377737277595,28.916126799999997
8567,12085,CC(C)=O,c1ccccc1,---,---,0.9,0.0999999999999999,0.0,0.0,308.15,43.727827170687405,44.623,45.50985406965278,31.638892549286947,28.0925199
8568,12086,CC(C)=O,c1ccccc1,---,---,1.0,0.0,0.0,0.0,308.15,46.38455357410994,45.943,48.26669506348316,31.50509030216968,27.268913
8569,12087,CC(C)O,Cc1ccc(C)cc1,---,---,0.006,0.994,0.0,0.0,404.75,104.549027161639,101.33,107.39253175099412,36.64168089717944,40.13006541
8570,12091,CC(C)O,Cc1ccc(C)cc1,---,---,0.052,0.948,0.0,0.0,387.65,111.1726147546241,101.33,114.46332569549708,36.54069853258242,40.95232012
8571,12092,CC(C)O,Cc1ccc(C)cc1,---,---,0.068,0.932,0.0,0.0,383.75,107.4250546071344,101.33,110.6932968961658,36.79151687720163,41.074664168
8572,12093,CC(C)O,Cc1ccc(C)cc1,---,---,0.082,0.918,0.0,0.0,381.05,104.75636710127937,101.33,108.00659278759198,36.98448574888394,41.139820814
8573,12094,CC(C)O,Cc1ccc(C)cc1,---,---,0.096,0.904,0.0,0.0,378.55,101.69246805378486,101.33,104.9057578796104,37.16350901614655,41.194822792
8574,12095,CC(C)O,Cc1ccc(C)cc1,---,---,0.134,0.866,0.0,0.0,374.75,99.63576074715505,101.33,102.88009274751757,37.51545213746359,41.14701738
8575,12096,CC(C)O,Cc1ccc(C)cc1,---,---,0.174,0.8260000000000001,0.0,0.0,370.55,93.85499024042112,101.33,97.0096501217997,37.84398250426164,41.12924208
8576,12097,CC(C)O,Cc1ccc(C)cc1,---,---,0.214,0.786,0.0,0.0,367.95,91.42686852907156,101.33,94.56442944885832,38.08581019464722,41.016702396
8577,12099,CC(C)O,Cc1ccc(C)cc1,---,---,0.341,0.659,0.0,0.0,364.25,92.49724560680264,101.33,95.7792710384908,38.5696503208262,40.379398366000004
8578,12100,CC(C)O,Cc1ccc(C)cc1,---,---,0.428,0.5720000000000001,0.0,0.0,362.25,92.54118870945186,101.33,95.88372010275052,38.82065805363736,39.930170284000006
8579,12101,CC(C)O,Cc1ccc(C)cc1,---,---,0.488,0.512,0.0,0.0,361.35,93.54949790234194,101.33,96.958027174837,38.9604262141938,39.59059476
8580,12102,CC(C)O,Cc1ccc(C)cc1,---,---,0.566,0.434,0.0,0.0,360.05,93.95037463984788,101.33,97.41427169086462,39.133348039072445,39.171844871999994
8581,12103,CC(C)O,Cc1ccc(C)cc1,---,---,0.668,0.3319999999999999,0.0,0.0,358.95,96.0040781665167,101.33,99.58317627950694,39.32093222852927,38.583381935999995
8582,12104,CC(C)O,Cc1ccc(C)cc1,---,---,0.762,0.238,0.0,0.0,357.95,97.63838510252634,101.33,101.31443136065528,39.4823290580413,38.052456340000006
8583,12105,CC(C)O,Cc1ccc(C)cc1,---,---,0.848,0.152,0.0,0.0,357.05,99.02130037779374,101.33,102.78235326778048,39.62502557842674,37.575658991999994
8584,12106,CC(C)O,Cc1ccc(C)cc1,---,---,0.928,0.0719999999999999,0.0,0.0,356.45,101.0998863216828,101.33,104.96541830035798,39.74984120572493,37.11315965599999
8585,12107,CC(C)O,Cc1ccc(C)cc1,---,---,0.958,0.042,0.0,0.0,356.05,101.19278932726628,101.33,105.07628169588595,39.80575142022497,36.96228377
8586,12108,CC(C)O,Cc1ccc(C)cc1,---,---,0.975,0.025,0.0,0.0,355.95,101.7229834740544,101.33,105.63179170225315,39.83311683708787,36.86215549999999
8587,12109,CO,CCCCO,O,---,0.0515,0.0779,0.8706,0.0,362.04,96.20759664446602,99.3,99.96313751009828,41.84740265730996,38.655245783699996
8588,12110,CO,CCCCO,O,---,0.0645,0.0539,0.8815999999999999,0.0,360.89,95.35659740887218,99.3,99.07828569615802,41.575398801800176,38.356915563499996
8589,12111,CO,CCCCO,O,---,0.0798,0.0375,0.8827,0.0,359.99,95.3897870216187,99.3,99.10246696181454,41.25624556095334,38.0347220521
8590,12112,CO,CCCCO,O,---,0.0983,0.0344,0.8673,0.0,358.9,94.63449625606268,99.3,98.3226421176291,41.06024850561562,37.738892075500004
8591,12113,CO,CCCCO,O,---,0.1084,0.058,0.8335999999999999,0.0,358.62,93.77804872091878,99.3,97.45220267831304,41.20962656949072,37.69628819119999
8592,12114,CO,CCCCO,O,---,0.1282,0.0834,0.7884,0.0,358.1,93.29850980098236,99.3,96.96243447419955,41.18475076385319,37.4922964234
8593,12115,CCO,CCCCO,O,---,0.0341,0.0836,0.8823,0.0,363.91,98.31298857350284,102.23,102.145732567975,42.2263627779251,39.379576091
8594,12116,CCO,CCCCO,O,---,0.0429,0.1287,0.8283999999999999,0.0,363.98,97.8005606839008,102.23,101.6134245807547,42.2436410384631,39.581025957899996
8595,12117,CCO,CCCCO,O,---,0.0418,0.0935,0.8647,0.0,363.79,98.26077688456915,102.23,102.09209223353106,42.20511563360587,39.40662469280001
8596,12118,CCO,CCCCO,O,---,0.0522,0.1395,0.8083,0.0,363.72,97.53346086928016,102.23,101.3381649634514,42.20791998843719,39.6169382211
8597,12119,CCO,CCCCO,O,---,0.065,0.0832,0.8518000000000001,0.0,362.67,97.10440916211527,102.23,100.90203896717136,42.06993061021888,39.3266665972
8598,12121,CCO,CCCCO,O,---,0.1266,0.0605,0.8129,0.0,359.91,94.04029604219508,102.23,97.74792204840055,41.76255576219478,39.1193448015
8599,12122,CCO,CCCCO,O,---,0.161,0.0576,0.7814,0.0,358.93,93.32962832611751,102.23,97.01957510966184,41.65022835711147,39.0125051252
8600,12123,CCO,CCCCO,O,---,0.2049,0.0543,0.7408,0.0,357.9,92.82675765735918,102.23,96.50688609978904,41.52323446667167,38.860495414300004
8601,12124,CCOC(C)=O,CCO,---,---,0.0224,0.9776,0.0,0.0,313.15,19.74564689902712,19.465,20.733752149647028,39.94027444354339,38.00288132800001
8602,12125,CCOC(C)=O,CCO,---,---,0.0364,0.9636,0.0,0.0,313.15,20.09938408705853,20.198,21.100054740071855,39.74119288403726,37.966550908
8603,12126,CCOC(C)=O,CCO,---,---,0.0688,0.9312,0.0,0.0,313.15,20.8630250884499,21.065,21.89074695834445,39.331494178385,37.882471936
8604,12127,CCOC(C)=O,CCO,---,---,0.0991,0.9009,0.0,0.0,313.15,21.513472451926315,21.998,22.56412919787825,39.00145271379417,37.803842527
8605,12128,CCOC(C)=O,CCO,---,---,0.1362,0.8638,0.0,0.0,313.15,22.23487298460003,23.465,23.31080682091806,38.65225148489692,37.707566914000004
8606,12129,CCOC(C)=O,CCO,---,---,0.174,0.8260000000000001,0.0,0.0,313.15,22.894013312245605,24.531,23.99284077831748,38.34542485851735,37.609474780000006
8607,12130,CCOC(C)=O,CCO,---,---,0.2285,0.7715,0.0,0.0,313.15,23.72624279307337,25.531,24.853577522725296,37.96912345695506,37.468045645000004
8608,12131,CCOC(C)=O,CCO,---,---,0.2424,0.7576,0.0,0.0,313.15,23.91838477849617,25.531,25.052216525555306,37.88317870380647,37.43197472800001
8609,12132,CCOC(C)=O,CCO,---,---,0.2834,0.7166,0.0,0.0,313.15,24.44208880814537,26.731,25.59341190278865,37.648809270736905,37.325578498000006
8610,12133,CCOC(C)=O,CCO,---,---,0.3641,0.6359,0.0,0.0,313.15,25.305033700561783,27.264,26.48417418690188,37.25263154622826,37.116159577000005
8611,12134,CCOC(C)=O,CCO,---,---,0.459,0.5409999999999999,0.0,0.0,313.15,26.076128690895487,28.131,27.27814438971665,36.861248258429576,36.86989123
8612,12135,CCOC(C)=O,CCO,---,---,0.5611,0.4388999999999999,0.0,0.0,313.15,26.6517882594797,28.798,27.867767408216626,36.49231895145574,36.604938667
8613,12136,CCOC(C)=O,CCO,---,---,0.6446,0.3554,0.0,0.0,313.15,26.939332559246274,28.731,28.15870128204498,36.20974617167905,36.388253662
8614,12137,CCOC(C)=O,CCO,---,---,0.6559,0.3440999999999999,0.0,0.0,313.15,26.96539018074284,28.798,28.18463619455629,36.17195674574096,36.358929823
8615,12138,CCOC(C)=O,CCO,---,---,0.7684,0.2316,0.0,0.0,313.15,27.03919255774934,28.798,28.24856785681161,35.78961206989655,36.066988948
8616,12139,CCOC(C)=O,CCO,---,---,0.7744,0.2256,0.0,0.0,313.15,27.032533151065707,28.464,28.240880994717102,35.768480700303826,36.051418768
8617,12140,CCOC(C)=O,CCO,---,---,0.8715,0.1284999999999999,0.0,0.0,313.15,26.72517008397115,28.264,27.907329486760126,35.40367773163275,35.799441355
8618,12141,CCOC(C)=O,CCO,---,---,0.9243,0.0756999999999999,0.0,0.0,313.15,26.337179099112515,27.464,27.49457864672723,35.17768807842463,35.662423771
8619,12142,CCOCC,CO,---,---,0.0,1.0,0.0,0.0,338.09,102.48982670814412,98.49,106.5914146939907,37.40297294732528,21.180166
8620,12143,CCOCC,CO,---,---,0.03528,0.96472,0.0,0.0,333.77,104.65922012151026,98.49,108.71710201714907,35.33991548314159,21.578744223599998
8621,12144,CCOCC,CO,---,---,0.07088,0.92912,0.0,0.0,329.46,102.24264645146394,98.49,106.1584827185408,34.022271116994176,21.966113111359995
8622,12145,CCOCC,CO,---,---,0.1868,0.8132,0.0,0.0,320.33,96.17959931145042,98.49,99.82972993980884,31.87842789167086,22.9483633292
8623,12146,CCOCC,CO,---,---,0.22807,0.77193,0.0,0.0,317.15,91.11154658377713,98.49,94.59388088641302,31.467305237128976,23.301474550400002
8624,12147,CCOCC,CO,---,---,0.28115,0.71885,0.0,0.0,316.07,93.7096944867572,98.49,97.26931458414276,31.06510861992566,23.5660612397
8625,12148,CCOCC,CO,---,---,0.29262,0.70738,0.0,0.0,315.65,93.4606904882663,98.49,97.01181139006876,30.990952034389284,23.63562161262
8626,12149,CCOCC,CO,---,---,0.37093,0.62907,0.0,0.0,313.05,91.57737388553392,98.49,95.06690899569682,30.569063197639053,24.096455897589998
8627,12150,CCOCC,CO,---,---,0.59273,0.40727,0.0,0.0,309.8,94.16547821845546,98.49,97.73142427770983,29.75674055552668,25.13361196584
8628,12151,CCOCC,CO,---,---,0.68785,0.31215,0.0,0.0,308.8,95.07163926683144,98.49,98.66004585397476,29.469685535168495,25.555728837399997
8629,12152,CCOCC,CO,---,---,0.81752,0.1824799999999999,0.0,0.0,307.85,96.82011991286213,98.49,100.44562235009808,29.061520514887444,26.10235087608
8630,12153,CCOCC,CO,---,---,1.0,0.0,0.0,0.0,307.36,100.0949675652877,98.49,103.74333829033291,28.21181718621344,26.818668
8631,12154,CCOC(C)=O,CCO,---,---,0.0435,0.9565,0.0,0.0,333.15,50.32489400063631,49.996,52.50068844379913,39.17679753115482,36.431528292500005
8632,12155,CCOC(C)=O,CCO,---,---,0.024,0.976,0.0,0.0,333.15,49.392965270160616,48.196,51.54069057240193,39.3963244430808,36.47946991999999
8633,12156,CCOC(C)=O,CCO,---,---,0.0753,0.9247,0.0,0.0,333.15,51.72486435007033,51.862,53.94226916516919,38.852255628836296,36.3533465615
8634,12157,CCOC(C)=O,CCO,---,---,0.106,0.894,0.0,0.0,333.15,52.948007085994135,54.795,55.20113621092423,38.57209780803041,36.27786923
8635,12158,CCOC(C)=O,CCO,---,---,0.1441,0.8559,0.0,0.0,333.15,54.308890437254114,56.195,56.6009319820765,38.261476797006594,36.1841986655
8636,12159,CCOC(C)=O,CCO,---,---,0.1936,0.8064,0.0,0.0,333.15,55.84725954466438,59.262,58.18194090476416,37.90702047827639,36.062500688
8637,12160,CCOC(C)=O,CCO,---,---,0.2459,0.7541,0.0,0.0,333.15,57.22674004589654,60.528,59.59799314412732,37.5794294494624,35.9339187845
8638,12161,CCOC(C)=O,CCO,---,---,0.313,0.687,0.0,0.0,333.15,58.67831938089412,62.128,61.08546096534171,37.21191730778876,35.768950415
8639,12162,CCOC(C)=O,CCO,---,---,0.38,0.62,0.0,0.0,333.15,59.81899809014138,63.061,62.25114880374586,36.88806805141096,35.6042279
8640,12163,CCOC(C)=O,CCO,---,---,0.414,0.5860000000000001,0.0,0.0,333.15,60.2921988245934,63.195,62.73327779313418,36.73594311304704,35.52063737
8641,12164,CCOC(C)=O,CCO,---,---,0.4771,0.5228999999999999,0.0,0.0,333.15,60.99672897975849,63.928,63.44806669644598,36.46951650761572,35.3655031805
8642,12165,CCOC(C)=O,CCO,---,---,0.4989,0.5011,0.0,0.0,333.15,61.18983896323322,64.128,63.64286193200237,36.381162582880776,35.3119068995
8643,12166,CCOC(C)=O,CCO,---,---,0.5563,0.4437,0.0,0.0,333.15,61.57821401819605,64.661,64.031134589945,36.15464932648965,35.17078641649999
8644,12167,CCOC(C)=O,CCO,---,---,0.6721,0.3278999999999999,0.0,0.0,333.15,61.82447341727252,64.595,64.25619903021544,35.70814823102457,34.886086905499994
8645,12168,CCOC(C)=O,CCO,---,---,0.7714,0.2286,0.0,0.0,333.15,61.38843836147119,63.795,63.77561725799047,35.31062652422085,34.641953386999994
8646,12169,CCOC(C)=O,CCO,---,---,0.7714,0.2286,0.0,0.0,333.15,61.38843836147119,63.728,63.77561725799047,35.31062652422085,34.641953386999994
8647,12170,CCOC(C)=O,CCO,---,---,0.8681,0.1319,0.0,0.0,333.15,60.168248450967575,61.862,62.47868842576449,34.87681210862795,34.40421208549999
8648,12171,CCOC(C)=O,CCO,---,---,0.9405,0.0595,0.0,0.0,333.15,58.40303604848236,59.262,60.6205854737594,34.49354439114759,34.2262134275
8649,12172,CCOC(C)=O,CCO,---,---,0.9495,0.0504999999999999,0.0,0.0,333.15,58.10224335543682,59.195,60.30495361883605,34.44108281977598,34.2040865225
8654,12178,Cc1ccc(C)cc1,Cc1cccc(C)c1,---,---,0.0,1.0,0.0,0.0,412.25,101.26991005326224,101.33,104.04133564800604,38.24340260428119,36.058548
8655,12179,Cc1ccc(C)cc1,Cc1cccc(C)c1,---,---,0.1,0.9,0.0,0.0,412.18,101.29163762514084,101.33,104.06348756869636,38.22811518398902,36.4194824
8656,12180,Cc1ccc(C)cc1,Cc1cccc(C)c1,---,---,0.2,0.8,0.0,0.0,412.1,101.2847413271325,101.33,104.05639414865809,38.21318086688305,36.7811752
8657,12181,Cc1ccc(C)cc1,Cc1cccc(C)c1,---,---,0.3,0.7,0.0,0.0,412.03,101.3040721577512,101.33,104.0761002675156,38.198126151939945,37.142107499999995
8658,12182,Cc1ccc(C)cc1,Cc1cccc(C)c1,---,---,0.4,0.6,0.0,0.0,411.95,101.29479988748102,101.33,104.06658254400084,38.183424775478095,37.5037992
8659,12183,Cc1ccc(C)cc1,Cc1cccc(C)c1,---,---,0.5,0.5,0.0,0.0,411.88,101.31177875874636,101.33,104.08388856800104,38.1685978723133,37.864728
8660,12184,Cc1ccc(C)cc1,Cc1cccc(C)c1,---,---,0.6,0.4,0.0,0.0,411.8,101.30017591568888,101.33,104.07199266639763,38.15412184004898,38.226426
8661,12185,Cc1ccc(C)cc1,Cc1cccc(C)c1,---,---,0.7,0.3,0.0,0.0,411.73,101.31484666329116,101.33,104.0869430679953,38.13951437572966,38.5873552
8662,12186,Cc1ccc(C)cc1,Cc1cccc(C)c1,---,---,0.8,0.1999999999999999,0.0,0.0,411.65,101.30095749464402,101.33,104.0727140385544,38.125257649583176,38.949045
8663,12187,Cc1ccc(C)cc1,Cc1cccc(C)c1,---,---,0.9,0.0999999999999999,0.0,0.0,411.58,101.31336288417393,101.33,104.08535256317565,38.11086638876773,39.309976999999996
8664,12188,Cc1ccc(C)cc1,Cc1cccc(C)c1,---,---,1.0,0.0,0.0,0.0,411.5,101.29723074097669,101.33,104.06883442874248,38.09682155693228,39.671673
8665,12189,CCCCCC,CCO,---,---,0.0,1.0,0.0,0.0,351.45,101.13207045531354,101.33,105.05676627609247,39.212136740459975,35.145355
8666,12190,CCCCCC,CCO,---,---,0.01,0.99,0.0,0.0,349.15,98.46455873504304,101.33,102.26880811751192,38.5330799276294,35.25336678
8667,12191,CCCCCC,CCO,---,---,0.02,0.98,0.0,0.0,346.35,93.50048414385527,101.33,97.1175079446137,37.96542244431153,35.39944946
8668,12196,CCCCCC,CCO,---,---,0.333,0.667,0.0,0.0,331.85,91.7570252390511,101.33,95.2036937178856,33.86529525123237,34.396619726
8669,12197,CCCCCC,CCO,---,---,0.452,0.548,0.0,0.0,331.5,93.49267450343685,101.33,96.99230150157544,33.67838188173464,33.621025256
8670,12198,CCCCCC,CCO,---,---,0.588,0.412,0.0,0.0,331.25,94.07355952960464,101.33,97.5839186182414,33.524426415940894,32.72308294
8671,12199,CCCCCC,CCO,---,---,0.67,0.3299999999999999,0.0,0.0,331.15,94.00227706508544,101.33,97.50066468958283,33.41688360583075,32.17782641
8672,12200,CCCCCC,CCO,---,---,0.725,0.275,0.0,0.0,331.4,94.80102571441256,101.33,98.31332289000534,33.31994356672374,31.790011975
8673,12201,CCCCCC,CCO,---,---,0.765,0.235,0.0,0.0,331.6,95.28251939993726,101.33,98.798983525668,33.2332239958589,31.506871795000002
8674,12202,CCCCCC,CCO,---,---,0.898,0.1019999999999999,0.0,0.0,332.3,94.91976804843588,101.33,98.35521894494528,32.74052397268314,30.564135305999997
8675,12203,CCCCCC,CCO,---,---,0.955,0.045,0.0,0.0,333.35,94.12039490418717,101.33,97.45152559626318,32.230831934335235,30.110189934999998
8676,12204,CCCCCC,CCO,---,---,0.99,0.01,0.0,0.0,336.65,96.03400469543448,101.33,99.28092881360762,31.42593493630963,29.63158029
8677,12205,CCCCCC,CCO,---,---,0.994,0.006,0.0,0.0,339.85,103.8417584205246,101.33,107.25822016385946,31.177622941407662,29.361147149999997
8678,12206,CCCCCC,CCO,---,---,1.0,0.0,0.0,0.0,341.85,101.2925123179466,101.33,104.56965638686772,31.028555069445343,29.168646
8694,12229,C1CCCCC1,Cc1cccc(C)c1,---,---,0.0,1.0,0.0,0.0,298.15,1.1369248506365346,1.1306,1.2035627820781505,42.23986338538466,43.15373
8695,12230,C1CCCCC1,Cc1cccc(C)c1,---,---,0.1498,0.8502000000000001,0.0,0.0,298.15,3.5063203621196832,3.609,3.6787534479561046,35.601042668773275,43.26523812400001
8696,12231,C1CCCCC1,Cc1cccc(C)c1,---,---,0.2936,0.7063999999999999,0.0,0.0,298.15,5.398086577951654,5.565,5.656781434218535,34.71390566387194,43.372279968
8697,12232,C1CCCCC1,Cc1cccc(C)c1,---,---,0.3779,0.6221,0.0,0.0,298.15,6.369697317231495,6.591,6.673393135829066,34.54035228155397,43.435031202000005
8698,12233,C1CCCCC1,Cc1cccc(C)c1,---,---,0.4,0.6,0.0,0.0,298.15,6.610480561078088,6.861,6.925403452128873,34.51325646264969,43.451482000000006
8699,12234,C1CCCCC1,Cc1cccc(C)c1,---,---,0.4459,0.5541,0.0,0.0,298.15,7.094355840107115,7.365,7.431928494474804,34.47314206498305,43.485649042000006
8700,12235,C1CCCCC1,Cc1cccc(C)c1,---,---,0.4861,0.5139,0.0,0.0,298.15,7.501957240051878,7.813,7.858696640724063,34.451602561356566,43.515573118000006
8701,12236,C1CCCCC1,Cc1cccc(C)c1,---,---,0.5104,0.4896,0.0,0.0,298.15,7.74184648910706,8.067,8.10990107696827,34.44316904931753,43.533661552
8702,12237,C1CCCCC1,Cc1cccc(C)c1,---,---,0.5766,0.4234,0.0,0.0,298.15,8.374349132833999,8.786,8.772345747636765,34.432370652385806,43.582939508
