DIPPR ID,Cp_liq_298K,smiles
7890,,CCC(=O)OC(C)COC
7892,,CCOC(=O)CCC(C)=O
7894,,CC(=O)OCC1OC(OC2(COC(=O)C(C)C)OC(COC(C)=O)C(OC(=O)C(C)C)C2OC(=O)C(C)C)C(OC(=O)C(C)C)C(OC(=O)C(C)C)C1OC(=O)C(C)C
9850,,CC1COC(C)(CO)O1
9851,,CC(=O)C(C)O
9868,,COCCOCCOCCOCCO
9869,,CCOCCOCCOCCOCCO
9872,,COC(=O)C(C)(C)O
9873,,COC(=O)C(C)(C)OC
9878,,O=C1C[C@H](O)CO1
