smiles,Tc,Train/Valid/Test
CCOCCCCOC,,Test
CC(C)C(=O)CO,,Train
C=CC(C)OC(C)CC,,Train
CCC#CCCC(C)C,,Train
CCCOC(=O)C(C)CC,,Train
C=C(C)c1ccc2ccccc2c1,,Train
C=CCCCCC=C,,Train
CCCCCC(O)CO,,Train
Cc1coc(C)c1,,Train
CCCCCCOC(=O)CO,,Train
CCCCCCCC(CCCCCC)C(=O)O,,Train
Cc1ccc(C(C)c2ccccc2)cc1,,Train
CCCCCCCCCCCCOC(=O)CCC,,Train
CC1CC(C)C(C)C(C)C1,,Train
CC1CCC(C)C(C)C1C,,Train
CCC1CCC(C)C1,,Valid
CC1=CCC=C1,,Test
CCC1CCCCC1C,,Test
CCC1CCCC(C)C1,,Train
CCC1CCC(C)CC1,,Train
C1C2CC3CC1CC(C14CC5CC(CC(C5)C1)C4)(C2)C3,,Train
CCCCCC1CCCC1,,Valid
COC(=O)C=CCC=C(C)C,,Valid
C=CC1CCCC1,,Train
CCC1CC=CC1,,Train
CCC1CC=CCC1,,Train
C=C(C)CC(C)=O,,Train
CC1(C)CCCC(=O)CCCC(C)(C)CCC(C)(C)CCCC(=O)CCCC(C)(C)CC1,,Train
C1CCC(C(C2CCCC2)C2CCCC2)C1,,Train
O=C(O)c1ccc(OCCOc2ccc(C(=O)O)cc2)cc1,,Test
c1ccc(Cc2ccco2)cc1,,Train
CC=C(CCCC)CCCC,,Train
CC1(C)CCCCCCCC(C)(C)CCC(C)(C)CCCCCCCC(C)(C)CC1,,Train
CCC1(CC)CCCC(CC)(CC)CCC(=O)CC1,,Valid
CC1(O)CCCCCC1,,Train
CCCCC(CCC)c1ccccc1O,,Train
CC=CC(O)C(C)(C)C,,Valid
CC(C)CC1C=CCC1,,Train
CC(C)CCC1=CCCC1,,Train
CC(C)CCC1C=CCC1,,Train
C=CCC(C)CC,,Train
O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1,,Train
CCCCCc1ccco1,,Train
CCOC(=O)C1(C(=O)OCC)CCC1,,Train
CCc1ccc(CC)c2ccccc12,,Train
CCCC(C)CC(=O)O,,Train
CCCCCCC(O)CCCO,,Train
CCCCCCCCCCCC(=O)OCC(C)C,,Train
CC(C)(C)C(C)(C)c1ccccc1,,Train
CC(C)CC1CCCC1,,Train
CCCCCCCCCCCCc1cc2ccccc2c2ccccc12,,Train
CCCCc1ccc(C(C)CC)cc1,,Train
CCCCc1ccc(C(C)=O)cc1,,Train
CC=CC=CCC(=O)OC,,Train
C=C(C)c1cc(C(C)C)ccc1C,,Train
CC1CCC(C)C(O)C1,,Train
COCc1cc(C(C)c2ccccc2)c(O)c(C(C)(C)C)c1,,Train
CC(C)COCC1CO1,,Valid
O=c1cc(-c2ccccc2)oc2c(O)c(O)ccc12,,Train
CCCCCC(O)CC(C)(C)C,,Train
CCCCCCCCCCCCC(C)CO,,Train
O=C(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,,Train
O=C1CCCCCCC(=O)CCCCCC1,,Train
CCCC=C(C)CCC,,Train
C=CC(C)(c1ccccc1)c1ccccc1,,Train
CCCCCCCc1ccc(C(=O)O)cc1,,Train
CC(C)(C)C(O)c1ccccc1,,Train
CC(C)(C)c1ccc2c(c1)CCC2(C)C,,Train
CCCCC(O)(CC)CCC,,Train
C1=Cc2ccc3ccccc3c2CC1,,Train
COC(=O)c1ccc(C)c(C)c1,,Train
CCCCCCCOc1ccc(OC(=O)c2ccc(CCCC)cc2)cc1,,Train
CCCCCC(C)CCO,,Train
CCCCC(C)CCCO,,Train
CCCC(C)CCCCO,,Train
CCC(C)CCCCCO,,Train
CCCCC(CC)CCCO,,Valid
CCC(CC)CCCCCO,,Train
CCCCC(CCO)C(C)C,,Train
COCCC(=O)OC,,Train
CC1=CCC(C)=C1C,,Train
CCc1cc(CC)cc(C(=O)O)c1,,Test
C=CCC(C)(O)CCCCCC,,Valid
COCC(O)COOC(C)(C)C,,Train
CCOCC(O)COOC(C)(C)C,,Train
CCCOCC(O)COOC(C)(C)C,,Train
CCCCOC(OOC(C)(C)C)C(C)O,,Test
CC(C)(C)OOCC(O)CO,,Train
CCCCCOCC(O)COOC(C)(C)C,,Train
CCCCC(CC)Cc1cccc2ccccc12,,Test
O=C1CCC(=O)C1,,Valid
CCCCOC(=O)C(C)OCCCC,,Train
Cc1cccc(-c2ccccc2)c1C,,Valid
CC1(C)COCCO1,,Train
CC1(C)C=CC(C)(C)C1,,Train
O=C1CCCCC(=O)CCCC1,,Train
O=C1CCCCCCCCCC(=O)CCCCCCCCC1,,Train
C1CCC2(CCCCCC3(CC1)OCCO3)OCCO2,,Train
C1CCCC2(CCCCCCC3(CC1)OCCO3)OCCO2,,Train
C1CCCC2(CCCCCCCC3(CCC1)OCCO3)OCCO2,,Train
C1CCCCC2(CCCCCCCCC3(CCC1)OCCO3)OCCO2,,Valid
C1CCCCC2(CCCCCCCCCC3(CCCC1)OCCO3)OCCO2,,Train
C=C(C)C1C=C(C)CCC1,,Train
CC(C)C1CCCC1,,Train
CC(C)(C)C1CCCC1,,Train
Cc1ccc2cccc(C)c2c1C,,Train
CC1CCc2ccccc2C1,,Train
CCCC(C)(C)OC,,Train
COC(=O)CCC(=O)O,,Train
CCC(C)(O)CC(C)O,,Valid
CCCCC(C)(O)CC(C)O,,Valid
CCCC(O)CC(C)(O)CC,,Train
CCc1cc(CC)c(CC)c(CC)c1,,Train
CC(C)(C)C(c1ccccc1)c1ccccc1,,Test
CC(C)(C)CC(C)(C)c1ccccc1O,,Train
CCCCC1CCc2ccccc21,,Train
CCCCC1CCCc2ccccc21,,Train
C=COCCCCOC=C,,Train
CCC(C)CCCC(C)CCCC(C)C,,Train
O=C(O)C(c1ccccc1)C1CCCCC1,,Valid
CC(C)(C)c1ccc2c(c1)CCC2,,Train
CCCC(C)(O)CC(O)C(C)C,,Train
CC(C)C(O)CC(C)(C)O,,Train
c1ccc(-c2ccc(Cc3ccc(-c4ccccc4)cc3)cc2)cc1,,Test
CCCCCC(C)OC(=O)CCC,,Train
Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,,Train
CCCc1ccc2ccccc2c1C,,Train
CC(C)(C)c1ccc2cc(C(C)(C)C)ccc2c1,,Test
CC=C(C)C(C)C(C)(C)C,,Train
CC=C(C)CC(C)(C)CC,,Train
CC1(C)CC(C)(c2ccccc2)c2ccccc21,,Train
CCCCCCC(CO)CCCC,,Train
CCCCCCCC=CC=O,,Valid
Cc1cc(O)c2c(=O)c3ccccc3oc2c1,,Train
CC=CCCO,,Train
C=CCOC=C,,Train
OCCCC(O)CCCO,,Train
CCCC(C)C(=O)OCC,,Train
C=Cc1cc(C)c(C)cc1C,,Test
CCOC(=O)C(C)(C)C,,Train
COC(=O)C=Cc1ccc(O)cc1,,Train
CC(C)C(CO)CCO,,Train
Cc1cc(C)c(-c2cc(C)c(C)cc2C)cc1C,,Train
CCCCCCCCCCC(O)CCO,,Train
Cc1coc(-c2ccccc2)c1,,Train
CCCCC1c2ccccc2-c2ccccc21,,Valid
C=CC(=O)OCC(CC)CC,,Train
CCCCC(C)(O)CC(O)C(C)C,,Train
CCC(C)(O)CC(O)C(C)C,,Train
CCCCCCOCCOCCOCCOCCO,,Train
CCc1ccc2c(C)cc(C)cc2c1,,Train
CCCCCCC1(O)CCCCC1,,Train
CCCCCCC1=CCCCC1,,Train
CCC(C)CC(C)CO,,Train
C=C(c1cccc2ccccc12)c1cccc2ccccc12,,Train
CCC(C)Cc1ccccc1,,Train
CCC(O)(C(C)C)C(C)C,,Train
CC(C)CC(O)C(C)(C)C,,Train
CCC(O)C(C)(C)C,,Test
C=C(C)CCC=O,,Test
CCCCCCCOC(=O)Cc1ccccc1,,Test
CCCCCCCCCCCCC1CCCCC1C,,Valid
Cc1cccc(C)c1-c1ccccc1,,Train
Cc1cc(C)c(-c2ccccc2)c(C)c1,,Test
Cc1ccc(-c2ccc(C)cc2C)c(C)c1,,Train
COC(OC)(c1ccccc1)C(OC)(OC)c1ccccc1,,Train
CCCc1cc(C)cc(C)c1,,Train
CCCc1ccc(C)c(C)c1,,Train
CCc1c(C)cc(C)cc1C,,Train
CC(C)CCC1=CCCCC1,,Train
CCCC1C=CCCC1,,Valid
CC(C)C1C=CCCC1,,Train
COC1(OC)C2CCC1CC2,,Valid
CCCC(C)Cc1ccccc1,,Train
CC1(O)CCCCCCCC1,,Train
CC#CC#Cc1ccccc1,,Train
CCOCC1CO1,,Train
CC(C)OCC1CO1,,Train
CC(=O)c1ccc(C)c(C(C)=O)c1,,Train
CC1CCC=C(C(C)O)C1,,Train
CCC(C)CCC(O)CC,,Train
O=C(O)CCCCCCc1ccccc1,,Train
CCC(CC)CCC(C)=O,,Train
CC(=O)CC(C)CC(C)(C)C,,Test
CC(=O)CC(C)C(C)C,,Train
CCC(C)(C)CC(C)=O,,Train
CC(C)CC(=O)CC(C)(C)C,,Train
CCCC(CCC)C(C)=O,,Train
CCC(=O)C(C)CC(C)C,,Test
CCC(C)C(=O)CC(C)C,,Train
CCC(C)C(=O)C(C)(C)C,,Test
CCC(CC)C(=O)C(C)(C)C,,Train
C=COc1ccc(OC)cc1,,Train
COc1c(C)cc(C)cc1C,,Train
COc1ccc(C2CC2)cc1,,Train
CCCCC(C)(C)CC,,Train
CCCC(C)(C)CC(C)C,,Train
CC(C)CCC(C)C(C)C,,Train
CCCCC(C)CC(C)C,,Train
C=CC=CCC(=O)OC,,Train
c1ccc(CCC(CC(CCc2ccccc2)c2ccccc2)c2ccccc2)cc1,,Train
c1ccc2c(CCCCCCCCCCc3cccc4ccccc34)cccc2c1,,Test
Cc1cccc(C)c1-c1c(C)cccc1C,,Train
CCCC1c2ccccc2-c2ccccc21,,Train
CC(=O)OCCCCCCC(C)C,,Train
C=CC(CC)CC,,Train
CC(C)c1ccc2ccc(C(C)C)cc2c1,,Valid
C=CCCC(C)(C)c1ccccc1,,Train
C=CCCC(=C)C,,Train
CC=C1CCCCC1C,,Train
C1=CCCCC=C1,,Train
CCC(C)OC(C)(C)CC,,Train
CCCOC(C)(C)CC(C)(C)C,,Train
CCC(C)CCC=C(C)C,,Test
CCCCCCCC(C)CO,,Train
Cc1cc(O)c(C(C)C)cc1C(C)C,,Train
c1ccc2c(CCCCCCc3cccc4ccccc34)cccc2c1,,Train
CCCC(O)CCCO,,Train
CCCCC1C=Cc2ccccc21,,Valid
Cc1ccc2c(c1)CCC2(C)C,,Train
C=C1CCCCC1O,,Train
CCC(O)CCCCCO,,Train
CCCC(O)CCCCCO,,Test
O=C(C=CC(=O)c1ccccc1)c1ccccc1,,Train
CC=COC=C(C)C,,Train
CCCCc1cccc(O)c1,,Train
CCCCCCCCCCCCCCCCCCCCCc1ccccc1,,Test
CCCCCCCc1ccc(CCCCCCC)cc1,,Train
CCCCCCCCCc1ccc(CCCCCCCCC)cc1,,Train
COCC(=O)c1ccccc1,,Train
CCCCCCOCCCCCCOCCCCCC,,Valid
CC(CCO)CCCO,,Train
CCCCCCCCCCCCC(=O)OO,,Train
C(=CCc1ccccc1)CCc1ccccc1,,Test
C=C1C=C1,,Valid
O=C1CC=CCC1,,Train
C#CCC(C)(O)CC#C,,Train
CC1CC(=O)OC1=O,,Valid
CC(C)CC1C=CCCC1,,Valid
CCC(C)(O)CO,,Train
CCCC(CC)CCO,,Train
CCC(C)CCC=O,,Valid
CCCCCCC(=O)OC(C)(C)C,,Train
CC(=O)CC(C)CCCC(C)C,,Train
CCCCCC(C)(C)CC,,Train
CCCCCCCCCCCCCCC(=O)OCC,,Train
CCC(CC)(C(=O)O)C(CC)(CC)C(=O)O,,Valid
C=C1CCCC1C,,Train
CC1CCCCCC1,,Valid
CC1CC1(C)C,,Train
CC1(C)CC1(C)C,,Train
CC(C)C(C)(C)c1ccc(O)cc1,,Train
COc1ccc(C(C)C)cc1,,Train
CC(C)c1ccc(C(C)(C)C)cc1,,Train
Cc1ccc(C)c(C(C)C)c1,,Train
Cc1ccc(C(C)C)cc1C,,Train
CCCCOCCCCCOC,,Train
Oc1ccc(CCC(c2ccc(O)cc2)c2ccc(O)cc2)cc1,,Train
Cc1cc(O)ccc1C=O,,Train
CCC=CCCOC(=O)C(C)C,,Train
CCCOCCCO,,Train
CCCCOCCCCOCCCC,,Test
CC(=O)CC(C)O,,Train
COC(OC)C(C)C,,Train
CCC=CC=Cc1ccccc1,,Train
CC=Cc1ccccc1-c1ccccc1,,Train
C=CC=C(c1ccccc1)c1ccccc1,,Train
CCCC(C)(O)C(C)C,,Train
CC(C)c1ccc2c(c1)CCCC2,,Train
CC(C)Cc1ccc(O)cc1,,Train
CC(C)Cc1ccccc1O,,Test
CCOC(=O)C1(C(=O)OCC)CCCC1,,Train
CCCC(C)CC(=O)OCC,,Valid
CCCCCC(=O)CC(C)(C)C,,Train
CC=CC=O,,Train
CCC(CC)(CC)c1ccccc1,,Train
Cc1cc(C)c(CO)c(C)c1,,Train
CC(C)CCCCCCCCCCCCCCCO,,Test
CC1CC(C)c2ccccc21,,Train
CC1CCC(C)c2ccccc21,,Train
C=C(CC)OCC,,Train
CCC1CC1(C)C,,Train
CCCC1CC1(C)C,,Train
CCCCCCC1CC1(C)C,,Train
CC(CC1CCCCC1)C1CCCCC1,,Train
CC(CCC1CCCCC1)C1CCCCC1,,Train
CCC(C)=CCCC(C)=CCO,,Train
CC(C)(C)C(O)(C(C)(C)C)C(C)(C)C,,Train
CCCCCCCCCCCC(=O)CCCC,,Train
CCCCOC(=O)CCOC,,Train
CC=Cc1cc(C)ccc1C,,Valid
CC(C)CCCCC(C)(C)O,,Valid
CCC(O)C(C)O,,Train
CCCCCC(O)CCCCO,,Train
CCCC=C(CCCC)c1ccccc1,,Train
CCCCCCC(C)CC(C)=O,,Test
CC(O)c1ccco1,,Train
CCCC(O)C(C)(C)C,,Train
CCC(C)(O)CC(C)C,,Train
CC(C)CCCc1ccccc1,,Train
CCCCCCCCCCOC(=O)C(C)O,,Train
CCc1ccc(C(C)C)cc1,,Train
CCCCC=C=C(C)C,,Train
O=CCCCCO,,Train
C=COCCOCCCC,,Train
CCCCCCCCCOC(=O)CCCCCCCCC,,Train
CCCCCCCCCCCC(=O)OCCCCCCC,,Train
CCCCCCCCCCCCC(=O)OCCCCCCC,,Train
CCCCCCCCCCCCC(=O)OCCCCCCCC,,Valid
CCCCCCCCCCCCCCC(=O)OCCC,,Train
O=C1CCCC2C(=O)CCCC12,,Train
CC(C)Cc1ccco1,,Valid
C1CCC(=C2CCCCC2)CC1,,Train
C1CCCC(C2CCCC2)CC1,,Train
CCC(C)(C)c1ccc(C)cc1,,Valid
CCC(C)c1ccc(O)c(C)c1,,Train
CCC(C)(C)OCC1CO1,,Train
CCCCC(C)(C)OCC1CO1,,Train
CCCCCC(C)c1ccc(O)c(C)c1,,Train
CCCCCc1ccc(O)c(OC)c1,,Valid
CCCCCCc1ccc(O)c(OC)c1,,Train
C=CC(=O)OCCC(C)C,,Train
CCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,,Test
CC1(C)CCCCCCCCCCCCCCC1,,Train
CC1(C)CCCCCCCCCCCCC(C)(C)CC1,,Train
CC1(C)CCCCCCCC(C)(C)CCCCCCC1,,Train
CCCC#Cc1ccccc1,,Train
OC1Cc2ccccc2C1,,Train
CCCC1(C)CCCCC1,,Test
CC1CCCC1(C)C,,Train
c1ccc(Cc2cc3ccccc3o2)cc1,,Test
Cc1cc2ccccc2o1,,Train
CCCCCCCOC(=O)CCCCCCC,,Train
CCCCCCc1ccc2cc(CCCCCC)ccc2c1,,Train
CCCCCCCC(O)CCCO,,Valid
CCCCCCCC(O)CCC,,Train
CC(C)C1C=CCC1,,Train
CCc1cccc2c1CCCC2,,Train
CCCc1ccc2c(c1)CCCC2,,Train
O=C(O)c1ccccc1C(=O)c1ccc(-c2ccccc2)cc1,,Train
CC1C=CC=CC=C1,,Train
CCCCC(C)(O)CCC(C)C,,Train
CC(C)CCC(C)(O)CC(C)C,,Train
CC(C)OC(C)OC(C)C,,Train
CC(CO)CCCO,,Test
CCOCC(O)COC(C)(C)C,,Valid
CCCCOCC(O)COC(C)(C)C,,Train
CCCCCOCC(O)COC(C)(C)C,,Train
CCCC1CCCCC1C,,Train
CCCC1CCCC(C)C1,,Train
CCCC1CCC(C)CC1,,Train
CCCCCC1=CCCC1,,Train
CCCCCCC1=CCCC1,,Test
CCCCCCCC1=CCCC1,,Train
CC(C)C1=CCCCC1,,Train
CCCCCCC1CCCCC1,,Train
C=CC(=O)OC(C)CCCCCC,,Train
CCCCCC1CCCCC1,,Train
CCCCC(O)(C(C)(C)C)C(C)(C)C,,Test
CC1C(C)C1C,,Train
CCCOCC(O)COC(C)(C)C,,Train
CC1CCCC(C)CCC(C)(C)CCC1,,Train
CCCC(c1ccccc1)(c1ccccc1)c1ccccc1,,Train
C1CCOCOCCCCCOCOCC1,,Train
CC1(C)CCOCOCCC(C)(C)CCOCOCC1,,Train
CC1(C)OCCCCCOC(C)(C)OCCCCCO1,,Train
CC1(C)CCOC(C)(C)OCCC(C)(C)CCOC(C)(C)OCC1,,Test
CC(=O)C(C)=O,,Train
CCCCCCOO,,Train
CC1=CCC=CC1,,Train
COC(C)(OC)c1ccccc1,,Train
CCOC(C)(OCC)c1ccccc1,,Train
CCCC(CC)C(=O)OCC,,Train
CCCOC(=O)C(CC)CCC,,Train
C=CC(C)CC(C)(C)C,,Test
C=CCOC(=O)CCCCCCCCCCCCCCC,,Train
O=C1C=CC(O)C=C1,,Train
OCCC(O)CCO,,Test
C#CC(C)(O)CCC,,Train
CCCCCCCCCCCCCCCCCCC(C)O,,Train
CCCC(=O)Oc1ccccc1,,Train
O=C(O)C(c1ccccc1)C(O)(c1ccccc1)c1ccccc1,,Valid
O=COC1CCCCC1,,Train
CCCC(O)C1CCCCC1,,Test
CCCCCC1(C)OCCO1,,Train
CCOCCOCCOCCOCCOCC,,Test
c1ccc(C2(c3ccccc3)OCCO2)cc1,,Train
CCCCC1OCCO1,,Train
C=C1COCO1,,Test
CCC1(CC)OCCO1,,Train
Cc1c(O)cccc1C(C)C,,Train
CC1=CCCc2ccccc21,,Train
COC(=O)c1ccccc1C(=O)O,,Train
C=C=CC(O)CC,,Train
C=C=CC(O)CCC,,Train
C=C=CC(O)C(C)C,,Train
CC(C)C(C)(O)c1ccccc1,,Train
c1cc2ccc1CCCCCCc1ccc(cc1)CCCCCC2,,Train
c1ccc2c(c1)cc1c3c(cccc32)CCC1,,Train
CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,,Train
c1ccc(C2CCC2)cc1,,Train
C=CC(O)c1ccccc1,,Train
c1ccc(C2CCCCCC2)cc1,,Test
CC(C)C1(C)OCCO1,,Train
CC(C)CC(C)(C)c1ccccc1,,Train
c1ccc(CC2CCCCC2)cc1,,Train
c1ccc(CC2CCCC2)cc1,,Train
CCCCOCCOCC,,Train
CC(c1ccccc1)C1CCCCC1,,Train
C1=C(CCc2ccccc2)CCC1,,Train
c1ccc(CCC2CCCC2)cc1,,Train
CC(C1CCCC1)C1CCCC1,,Train
OCC1CCC1,,Train
CC(C)C1(C(C)C)OCCO1,,Train
C1C2C3CC4C5CC3C1C5C24,,Train
CCC1CCCCC1=O,,Train
CC1=CCC2=C(CC=CC2)C1,,Train
Cc1ccc(O)c(C(C)C)c1,,Train
O=C(OC1CCCCC1)OC1CCCCC1,,Train
CC1=CCCC=C1C,,Test
CCOCOCOCOCC,,Train
C1CCC(CC2CCCC2)CC1,,Train
Cc1ccc(-c2ccccc2)c(C)c1,,Test
Cc1ccc(-c2ccccc2)cc1C,,Train
CC(O)O,,Train
CC(O)C(O)CO,,Valid
CCC(C)(O)C1CC1,,Valid
CC1CCCC(C)(C)CC1=O,,Train
CC(C)(C)CC(=O)CC(C)(C)C,,Train
CC(=O)CC(C)C(C)=O,,Train
CCC1COC(=O)O1,,Valid
CC(C)COCCO,,Train
C(=Cc1ccccc1)CCC=Cc1ccccc1,,Valid
C=C(CCCC)C1CC1,,Train
OCCC1CCCCC1,,Train
CCCCCCCCCCCCCC(CCCCCC)C1CCCCC1,,Valid
CCCCCCCCCCCC(CCCCCCCC)C1CCCCC1,,Train
CCCCCCCCCCCCCCCCCCc1ccccc1,,Test
C#CC#CCC,,Train
OCC1CCCCCC1,,Train
COC1CCC=CO1,,Train
CCCC(CC)C1CCCCC1,,Train
CCCCCCC1CCCC1,,Train
CC(CCO)CCO,,Train
COc1cc(OC)c(OC)cc1C=O,,Train
C1CCC(CCC2CCCC2)C1,,Train
CC=CC(C)C,,Test
CCCC(OC)OC,,Train
CCCCc1ccco1,,Train
CCCC(C)(CC)c1ccccc1,,Train
CCCC(CC)c1ccccc1,,Train
CCC1OC1CC,,Train
CCC(O)CCCCCCO,,Train
CCCC(O)CCC(O)CC,,Train
CCCC(O)CCCCC(C)O,,Valid
C1=Cc2ccccc2CC1,,Train
O=C1COCC(=O)O1,,Train
CC(C)C(C)c1ccccc1,,Train
CCCCCC(=O)CCC,,Train
CCC=C(CCC)CCC,,Train
CCC=C(C)CCC,,Valid
C1=CC2C3CCC(C3)C2C1,,Train
CCC(C)OC(=O)c1ccccc1C(=O)OC(C)CC,,Train
CC(C)=CCc1ccccc1,,Train
C=CC(=O)OCC(C)CC,,Train
CCCCCCCCCCCCCC(=O)c1ccccc1,,Train
CC(C)CCC(C)CC(=O)O,,Train
Cc1ccc(C2CCCCC2)cc1,,Valid
Cc1ccc(C2CCCCC2)c(C)c1,,Test
C1=C(c2ccccc2)Cc2ccccc21,,Train
C=CC(=O)OC(CC)CC,,Train
O=C(Cc1ccccc1)c1ccccc1,,Train
CC1CCC(C)(C)C1,,Train
Cc1ccc(CCCC(=O)O)cc1,,Train
COc1ccc(CCCC(=O)O)cc1,,Train
CCCC(O)CCC(C)O,,Train
Cc1ccc(O)c(O)c1,,Train
CCCCCCCC(CCCCC)c1ccccc1,,Train
CCCCCCCCC(CCCC)c1ccccc1,,Train
CCCCCCCCCC(CCC)c1ccccc1,,Test
CCCCCCCCCCC(CC)c1ccccc1,,Train
CCCCCCCCCCCC(C)c1ccccc1,,Train
CCCCCCCC(CCCCCC)c1ccccc1,,Valid
CCCCCCCCCC(CCCC)c1ccccc1,,Train
CCCCCCCCCCC(CCC)c1ccccc1,,Train
CCCCCCCCCCCC(CC)c1ccccc1,,Test
CCCCCCCCCCCCC(C)c1ccccc1,,Test
CCCCCCCC(CCCCCCC)c1ccccc1,,Train
CCCCCCCCC(CCCCCC)c1ccccc1,,Train
CC(C)(C)C1CCCC(O)C1,,Train
CCC1CCC(O)CC1,,Valid
CCCCC(C)C(=O)O,,Train
CCCCCCCC(CCC)c1ccccc1,,Train
CCCCCCCCC(CC)c1ccccc1,,Train
CCCCCCCCCC(C)c1ccccc1,,Train
CCCCCC(CCCC)c1ccccc1,,Train
CCCCCCC(CCC)c1ccccc1,,Train
CCCCCCCCC(C)c1ccccc1,,Train
CCCCCC(CCCCC)c1ccccc1,,Train
CCCCCCC(CCCC)c1ccccc1,,Train
CC1(C)CCCC1=O,,Train
C=CC(C)=CC,,Test
CC1=CCC(C(C)C)=C1,,Valid
CC1(C)OCCCCO1,,Train
CC1(C)c2ccccc2-c2ccccc21,,Train
CC1=CCCC(C)=C1,,Train
Cc1cccc(C2CCCCC2)c1,,Train
C=C(C)CCCCCC,,Train
C#CC#C,,Train
CCOC(=O)C1CC1,,Train
C=Cc1cc(CC)cc(CC)c1,,Train
CCC(C)c1ccc2ccccc2c1,,Train
CC(C)C1CCC(O)CC1,,Train
CCCCCCCC(CC)c1ccccc1,,Train
CCCCCCC(=O)CCCCCC,,Test
CCCCCCOC(=O)c1cccc(C(=O)OCCCCCC)c1,,Train
CC12CCCC1C2,,Train
c1ccccc#1,,Train
CCOCOCC,,Train
COC(=O)C1CCCCC1,,Valid
CC(C)=CC=CC(C)C,,Train
C=C=C,,Train
CC(C)CCC(C)(C)c1ccc(O)cc1,,Test
CC(C)C(C)(C)C,,Train
CC(O)C(C)(C)C,,Train
CC12CCC(CC1)C2(C)C,,Train
CC=CC(=O)CCCC,,Valid
CCCCCOC(=O)c1cccc(C(=O)OCCCCC)c1,,Train
CCCCCCCOC(=O)c1cccc(C(=O)OCCCCCCC)c1,,Train
CCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCC)cc1,,Train
C=C(C)C(=O)OC(C)C,,Train
C=C(C)C1CC1,,Train
CCCCCCCCCCCCCCCC1CCCC1,,Test
CC(C)CCCCCCCCCCCCC(=O)O,,Train
C=Cc1ccc(CCCCCCCC)cc1,,Train
CC(=O)Cc1ccc2c(c1)OCO2,,Train
C=Cc1ccc(CCCCCCCCC)cc1,,Test
Cc1cc(C)c(C(=O)c2ccccc2O)c(C)c1,,Train
CCC1c2ccccc2C(CC)c2ccccc21,,Train
CCCC=C(C)C1CC1,,Train
C=Cc1ccc(CCCCCCCCCC)cc1,,Train
C=C1CCC12CCC2=C,,Train
CC=COC=CC,,Train
C=CCCOC,,Train
CC=C(CC)c1ccccc1,,Train
CC1=C(C)C(C)(C)c2ccccc21,,Train
CC1=C(C)C(C)(C)c2ccc(C)cc21,,Train
CC1CCC(O)(C(C)C)CC1,,Valid
CCCCCCCCCCCCC(C)O,,Train
Cc1ccc(C(C)C)c(C)c1,,Train
Cc1cc(C)cc(C(C)C)c1,,Test
CC12CCC(CC1)C(C)(C)O2,,Train
CC1CCC2(C(C)C)CC12,,Train
C1=C(Cc2ccccc2)CCCC1,,Train
C=C1CC2CCC1C2(C)C,,Train
CCOC(C)(OCC)c1ccc(C(C)(OCC)OCC)cc1,,Train
CC1=CC(C)(C)CC(C)=C1,,Train
CC(C)CCCC(C)O,,Train
CC1(C)C2CC3C(C2)C31,,Train
CC1C2CCC(C2)C1(C)C,,Train
CC1CCC(CC(=O)O)C1(C)C,,Train
CC1CCC2CC1C2(C)C,,Train
CCCC(C)C1CCCC1,,Train
CC1=C(C)C(C)CC1,,Train
CC(C)=C1CC1,,Test
CCOC(CC)OCC,,Train
CCC(OC(C)C)OC(C)C,,Train
CCC(OC)OC,,Train
CCCCCCOC,,Train
Cc1ccc2c(c1)CCCC2(C)C,,Train
C=COC(=O)CCCCCCCCC(=O)OC,,Train
O=C1C=CC(=O)c2c(O)ccc(O)c21,,Train
CC1=CCC(C)(C)CCC1,,Train
CCc1ccc2c(c1)C(C)(C)C(C)C2(C)C,,Train
O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1C(=O)O,,Test
O=C(O)C1CC=CCC1,,Train
Cc1ccc2c(c1)C(C)(C)C(C)C2C,,Train
CC1=C(C)C(C)c2ccccc21,,Train
c1ccc2c(c1)C1c3ccccc3C2c2ccccc21,,Train
CC(C)(C)c1ccc(C(C)(C)C)o1,,Train
OCCOCCOCCOCCOCCO,,Train
C=COC(=O)CCCCCCCC(=O)OC,,Train
C=CC(O)CCC,,Valid
C=CC(O)C(C)C,,Train
CC=CC(O)CC,,Train
CC=CC(O)CCCC,,Valid
OCCCOCc1ccccc1,,Train
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,,Test
O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,,Train
Cc1cc(C)c(C(=O)O)c(C)c1,,Train
CCC1CCC1,,Train
CCCC1CCC1,,Train
c1cc2c3c(c1)CCC3CCC2,,Valid
C=CCc1c(C)cc(C)cc1C,,Train
C=CC(C)CCCC,,Train
CCCc1ccc(CCC)cc1,,Train
COCCOC1CCCCO1,,Train
CCC1CCc2ccccc21,,Train
c1ccc(CC2CCc3ccccc32)cc1,,Train
O=C1CCC2CCCCC2C1,,Test
Cc1ccc2c(c1)C(C)(C)C(C)C2(C)C,,Train
