smiles,temperature,source,total_atoms,predicted,predicted_stddev
CCCCCCCCCC(=O)O,,DIPPR,12,68.9268,6.2291565
CCCCCCCCCC(=O)OC,,DIPPR,13,62.174866,4.3675137
CCCCCCCCCC(=O)OCC,,DIPPR,14,63.84459,4.4624496
CCCCCCCCCC=O,,DIPPR,11,57.37766,4.3743443
CCCCCCCCCCC,,DIPPR,11,51.397186,2.2502346
CCCCCCCCCCC(=O)O,,DIPPR,13,70.17787,6.2976284
CCCCCCCCCCC=O,,DIPPR,12,60.074932,4.6758795
CCCCCCCCCCCC(=O)O,,DIPPR,14,72.776764,6.648018
CCCCCCCCCCCC=O,,DIPPR,13,63.8831,5.180966
CCCCCCCCCCCCC,,DIPPR,13,58.12204,3.2697258
CCCCCCCCCCCCCC,,DIPPR,14,61.339912,3.6460013
CCCCCCCCCCCCCC(=O)OC(C)C,,DIPPR,19,76.71422,5.709753
CCCCCCCCCCCCCCCC,,DIPPR,16,68.18922,4.1000066
CCCCCCCCCCCCCCCCC,,DIPPR,17,70.61383,4.264858
CCCCCCCCCCCCCCCCCC(=O)O,,DIPPR,20,85.73103,9.075189
CCCCCCCCCCCCCCCCCC(=O)OCCCC,,DIPPR,24,90.85552,7.6458616
CCCCCCCCCCCCCCCCCCC,,DIPPR,19,75.91504,4.825249
CCCCCCCCCCCCCCCCCCCC(=O)OC,,DIPPR,23,97.453354,10.40021
CCCCCCCCCCCCCCCCCCCCCCO,,DIPPR,23,90.04801,8.517484
CCCCCCCCCCCCCCCCCCCCO,,DIPPR,21,88.57522,8.001646
CCCCCCCCCCCCCCCCCCO,,DIPPR,19,85.09714,7.2977867
CCCCCCCCCCCCCCCCO,,DIPPR,17,81.096985,6.6893916
CCCCCCCCCCCCCCO,,DIPPR,15,76.28301,6.297752
CCCCCCCCCCCCO,,DIPPR,13,69.53302,5.635601
CCCCCCCCCCCO,,DIPPR,12,66.94508,5.2679462
CCCCCCCCCCO,,DIPPR,11,65.2258,5.0925703
CCCCCCCCCCOC(C)=O,,DIPPR,14,62.93711,4.4431667
CCCCCCCCCCc1cccc2ccccc12,,DIPPR,20,86.520325,9.228841
CCCCCCCCCO,,DIPPR,10,63.49136,5.0142164
CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,,DIPPR,30,88.84944,7.4188223
CCCCCCCCCOC(C)=O,,DIPPR,13,60.42105,4.0897546
CCCCCCCCCc1ccccc1O,,DIPPR,16,79.57483,7.3230247
CCCCCCCCO,,DIPPR,9,61.414165,4.90578
CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,,DIPPR,26,82.903946,7.1405416
CCCCCCCCOC(C)=O,,DIPPR,12,58.047237,3.7824922
CCCCCCCCOC=O,,DIPPR,11,56.888397,4.3537846
CCCCCCCCOCCCCCCCC,,DIPPR,17,70.17937,4.5736384
CCCCCCCCc1ccccc1,,DIPPR,14,62.795456,4.416301
CCCCCCCO,,DIPPR,8,58.26634,4.702019
CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,,DIPPR,26,86.39359,7.1530585
CCCCCCCc1ccccc1,,DIPPR,13,58.348644,3.7686496
CCCCCCO,,DIPPR,7,54.519478,4.2674627
CCCCCCOC(=O)CCCCC(=O)OCCCCCC,,DIPPR,22,80.85116,6.4641495
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,,DIPPR,24,82.931984,6.8725047
CCCCCCOC=O,,DIPPR,9,50.53206,3.7347636
CCCCCCOCCCCCC,,DIPPR,13,58.810837,3.661293
CCCCCCOCCO,,DIPPR,10,60.65755,4.7969093
CCCCCCOCCOCCO,,DIPPR,13,68.35006,5.784683
CCCCCCc1ccccc1,,DIPPR,12,54.27931,3.1879897
CCCCCO,,DIPPR,6,50.927002,3.6592693
CCCCCOC(C)=O,,DIPPR,9,48.60323,2.5766563
CCCCCOC=O,,DIPPR,8,46.02724,3.7463255
CCCCCOCCCCC,,DIPPR,11,52.063652,2.6564817
CCCCCOCCO,,DIPPR,9,57.19147,4.3889327
CCCCCOCCOCCO,,DIPPR,12,66.12447,5.4788733
CCCCCc1ccccc1,,DIPPR,11,51.94374,3.2445288
CCCCO,,DIPPR,5,49.327343,3.8293376
CCCCOC(=O)/C=C\C(=O)OCCCC,,DIPPR,16,81.04358,6.461954
CCCCOC(=O)CC,,DIPPR,9,47.306805,2.441719
CCCCOC(=O)CCC,,DIPPR,10,49.80727,2.7025723
CCCCOC(=O)CCCC,,DIPPR,11,53.050434,2.9570785
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,,DIPPR,22,80.99582,6.652082
CCCCOC(=O)c1ccc(C(=O)OCCCC)cc1,,DIPPR,20,81.22911,6.5135083
CCCCOC(=O)c1ccccc1,,DIPPR,13,59.849285,3.6843743
CCCCOC(=O)c1ccccc1C(=O)OCCCC,,DIPPR,20,75.20746,5.801741
CCCCOC(C)=O,,DIPPR,8,43.823063,2.0451965
CCCCOC=O,,DIPPR,7,40.743805,3.5971127
CCCCOCC(C)O,,DIPPR,9,52.660557,3.6645036
CCCCOCC(C)OCC(C)O,,DIPPR,13,61.617493,5.0216722
CCCCOCCO,,DIPPR,8,53.494995,4.0701647
CCCCOCCOC(C)=O,,DIPPR,11,55.03174,3.5216813
CCCCOCCOCCO,,DIPPR,11,62.7962,5.13078
CCCCOCCOCCOC(C)=O,,DIPPR,14,63.75061,4.767035
CCCCOCCOCCOCCCC,,DIPPR,15,65.02899,4.5265293
CCCCOCCOCCOCCO,,DIPPR,14,72.68645,6.4640203
CCCO,,DIPPR,4,47.570587,3.3640013
CCCOC(=O)C(C)C,,DIPPR,9,44.348507,2.5824742
CCCOC(=O)CC,,DIPPR,8,44.070175,2.3571424
CCCOC(=O)CCC,,DIPPR,9,46.365116,2.4448524
CCCOC(=O)c1ccccc1,,DIPPR,12,55.962414,3.1740074
CCCOC(=O)c1ccccc1C(=O)OCCC,,DIPPR,18,72.15853,5.5556173
CCCOC(C)=O,,DIPPR,7,40.176746,1.8019491
CCCOC=O,,DIPPR,6,36.384174,3.6491356
CCCOCC,,DIPPR,6,33.33308,1.3609637
CCCOCC(C)O,,DIPPR,8,50.46387,3.6837664
CCCOCC(C)OCC(C)O,,DIPPR,12,60.207825,5.0744033
CCCOCCO,,DIPPR,7,51.479836,4.254574
CCCOCCOCCO,,DIPPR,10,60.666462,5.0943723
CCCc1ccccc1,,DIPPR,9,44.41292,2.3381996
CCO,,DIPPR,3,43.540844,2.7135448
CCOC,,DIPPR,4,26.236727,1.3341383
CCOC(=O)/C=C\C(=O)OCC,,DIPPR,12,65.83528,5.0504637
CCOC(=O)C(=O)OCC,,DIPPR,10,54.92242,3.4203925
CCOC(=O)C(C)(C)C,,DIPPR,9,42.026234,3.1620865
CCOC(=O)C(C)C,,DIPPR,8,41.397465,2.4174428
CCOC(=O)C(C)O,,DIPPR,8,53.088024,4.07828
CCOC(=O)CC,,DIPPR,7,40.058777,1.9646527
CCOC(=O)CC(=O)OCC,,DIPPR,11,56.910976,3.6904898
CCOC(=O)CC(C)=O,,DIPPR,9,56.282696,4.5814457
CCOC(=O)CC(C)C,,DIPPR,9,45.532597,2.3955708
CCOC(=O)CCC(=O)OCC,,DIPPR,12,58.479862,4.0487914
CCOC(=O)CCC(C)=O,,DIPPR,10,55.674465,4.596974
CCOC(=O)Cc1ccccc1,,DIPPR,12,56.424316,3.3933253
CCOC(=O)OCC,,DIPPR,8,45.30847,2.2671523
CCOC(=O)c1ccccc1,,DIPPR,11,54.37597,2.9108205
CCOC(=O)c1ccccc1C(=O)OCC,,DIPPR,16,67.157005,4.881613
CCOC(C)(C)C,,DIPPR,7,34.760063,1.8622974
CCOC(C)=O,,DIPPR,6,36.98378,1.6370147
CCOC(C)OCC,,DIPPR,8,39.944675,2.6088257
CCOC(OCC)OCC,,DIPPR,10,47.101192,3.3774576
CCOC=O,,DIPPR,5,33.8115,3.5994368
CCOCC,,DIPPR,5,30.38422,1.4249104
CCOCC(C)O,,DIPPR,7,46.714478,3.582924
CCOCC(C)OCC(C)O,,DIPPR,11,55.619473,4.6789083
CCOCC(C)OCC(C)OCC(C)O,,DIPPR,15,66.06724,6.457206
CCOCCC(=O)OCC,,DIPPR,10,51.11872,3.3050246
CCOCCO,,DIPPR,6,47.812298,4.2488914
CCOCCOC(C)=O,,DIPPR,9,48.6198,3.1188536
CCOCCOCC,,DIPPR,8,41.11549,2.7606678
CCOCCOCCO,,DIPPR,9,57.527195,5.0448737
CCOCCOCCOC(C)=O,,DIPPR,12,59.12332,4.506748
CCOCCOCCOCC,,DIPPR,11,53.6637,3.948616
CCOCCOCCOCCO,,DIPPR,12,66.696556,6.0828857
CCOCOCC,,DIPPR,7,37.461544,2.7227387
CCOO,,DIPPR,4,54.624992,5.8992743
CCOc1ccccc1,,DIPPR,9,47.77472,2.9113054
CCc1cc(CC)cc(CC)c1,,DIPPR,12,54.21065,3.6296973
CCc1ccc(C)cc1,,DIPPR,9,46.028778,2.5443826
CCc1ccc(CC)c(CC)c1,,DIPPR,12,54.25952,3.3899436
CCc1ccc(CC)cc1,,DIPPR,10,49.03506,2.5785236
CCc1ccc(O)cc1,,DIPPR,9,58.71245,4.547251
CCc1ccc2ccccc2c1,,DIPPR,12,59.405693,5.336096
CCc1cccc(C)c1,,DIPPR,9,46.6863,2.5702968
CCc1cccc(CC)c1,,DIPPR,10,49.954327,2.8184905
CCc1cccc2ccccc12,,DIPPR,12,57.898804,4.5617623
CCc1ccccc1,,DIPPR,8,42.219604,1.825205
CCc1ccccc1C,,DIPPR,9,45.510986,2.1722069
CCc1ccccc1CC,,DIPPR,10,47.450043,2.4515467
CCc1ccccc1O,,DIPPR,9,53.234825,4.079397
CO,,DIPPR,2,38.881702,1.8106881
COC(=O)/C=C\C(=O)OC,,DIPPR,10,62.49053,5.036155
COC(=O)C(C)C,,DIPPR,7,38.096165,2.0977454
COC(=O)C(C)O,,DIPPR,7,50.896248,4.105599
COC(=O)CC(=O)OC,,DIPPR,9,53.285114,3.4858513
COC(=O)CC(C)=O,,DIPPR,8,53.17258,4.3944755
COC(=O)CCC(=O)OC,,DIPPR,10,55.31261,3.9716005
COC(=O)CO,,DIPPR,6,49.511536,4.056329
COC(=O)OC,,DIPPR,6,38.60939,1.6536819
COC(=O)c1ccc(C(=O)OC)cc1,,DIPPR,14,66.51046,4.575049
COC(=O)c1ccc(C)cc1,,DIPPR,11,57.00721,3.3520799
COC(=O)c1cccc(C(=O)OC)c1,,DIPPR,14,69.316795,5.2186356
COC(=O)c1ccccc1,,DIPPR,10,51.772808,2.5407534
COC(=O)c1ccccc1C(=O)OC,,DIPPR,14,66.87785,4.889538
COC(=O)c1ccccc1O,,DIPPR,11,60.797054,5.0867786
COC(C)(C)C,,DIPPR,6,31.941101,2.0421705
COC(C)=O,,DIPPR,5,34.37656,2.0424395
COC(C)CO,,DIPPR,6,49.662277,4.1984057
COC(C)COC(C)CO,,DIPPR,10,63.540348,6.256706
COC(C)COC(C)COC(C)CO,,DIPPR,14,72.31315,8.178178
COC(C)OC,,DIPPR,6,34.150517,3.0865965
COC1CCC=CO1,,DIPPR,8,41.81476,3.81564
COCC(C)=O,,DIPPR,6,42.562473,4.1016655
COCC(C)O,,DIPPR,6,46.185093,3.7305756
COCC(C)OC,,DIPPR,7,38.242035,3.7920027
COCC(C)OC(C)=O,,DIPPR,9,45.66136,3.0956979
COCC(C)OCC(C)OC(C)=O,,DIPPR,13,56.468964,4.723385
COCCO,,DIPPR,5,45.616356,4.5310946
COCCOC,,DIPPR,6,35.584454,3.421483
COCCOCCO,,DIPPR,8,54.575806,4.9011765
COCCOCCOC,,DIPPR,9,47.242664,3.5211406
COCCOCCOCCO,,DIPPR,11,65.34023,6.0630126
COCCOCCOCCOC,,DIPPR,12,57.683273,4.6833873
COCCOCCOCCOCCOC,,DIPPR,15,68.74101,6.2230673
COCOC,,DIPPR,5,31.448328,3.123807
COc1ccc(O)cc1,,DIPPR,9,62.439907,5.139821
COc1cccc(OC)c1O,,DIPPR,11,59.727505,5.476052
COc1ccccc1,,DIPPR,8,45.324368,2.482256
COc1ccccc1O,,DIPPR,9,54.47041,4.8435993
C[C@@H](O)c1ccccc1,,DIPPR,9,55.267456,3.5070047
C[C@@H]1CCCC[C@H]1O,,DIPPR,8,52.72149,4.2655993
C[C@H]1CCCC[C@H]1C,,DIPPR,8,40.316097,3.2060943
C[C@H]1CCCC[C@H]1O,,DIPPR,8,52.72149,4.265599
C[C@H]1CCC[C@@H](C)C1,,DIPPR,8,37.785748,3.7750978
C[C@H]1CC[C@@H](C)CC1,,DIPPR,8,46.04166,15.576847
C[C@H]1CC[C@@H](O)CC1,,DIPPR,8,43.453842,14.519216
C[C@H]1CC[C@H](C)CC1,,DIPPR,8,46.041668,15.576847
C[C@H]1CC[C@H](O)CC1,,DIPPR,8,43.453835,14.519213
C[C@H]1C[C@H](C)C[C@@H](C)C1,,DIPPR,9,44.71414,11.193585
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,,DIPPR,16,62.504875,5.624472
Cc1cc(C)c(C)c(C)c1C,,DIPPR,11,54.596058,3.165557
Cc1cc(C)c(C)cc1C,,DIPPR,10,50.966015,2.816638
Cc1cc(C)cc(C)c1,,DIPPR,9,46.46857,2.5913363
Cc1cc(O)ccc1C(C)C,,DIPPR,11,60.592068,4.810335
Cc1cc2ccccc2o1,,DIPPR,10,49.731384,4.712157
Cc1ccc(C(C)C)c(O)c1,,DIPPR,11,63.328236,5.5971746
Cc1ccc(C(C)C)cc1,,DIPPR,10,47.914776,3.0239506
Cc1ccc(C)c(C)c1,,DIPPR,9,46.627117,2.3792224
Cc1ccc(C)c(C)c1C,,DIPPR,10,51.651035,2.497572
Cc1ccc(C)c(O)c1,,DIPPR,9,57.550385,4.646086
Cc1ccc(C)cc1,,DIPPR,8,41.142986,2.0558639
Cc1ccc(C=O)cc1,,DIPPR,9,53.87948,4.743548
Cc1ccc(O)c(C)c1,,DIPPR,9,56.409115,4.4119415
Cc1ccc(O)cc1,,DIPPR,8,58.548286,4.7064257
Cc1ccc2ccccc2c1,,DIPPR,11,58.058357,5.2258496
Cc1cccc(C(=O)O)c1,,DIPPR,10,69.041466,6.635224
Cc1cccc(C)c1,,DIPPR,8,42.920193,2.2335458
Cc1cccc(C)c1C,,DIPPR,9,47.335167,2.200099
Cc1cccc(C)c1O,,DIPPR,9,53.424374,3.9570093
Cc1cccc(C=O)c1,,DIPPR,9,55.633938,4.8825617
Cc1cccc(CO)c1,,DIPPR,9,60.21358,4.878378
Cc1cccc(O)c1,,DIPPR,8,58.493454,4.882857
Cc1cccc(O)c1C,,DIPPR,9,56.306164,4.0664554
Cc1cccc2ccccc12,,DIPPR,11,54.900967,4.6298943
Cc1ccccc1,,DIPPR,7,40.404366,1.6859921
Cc1ccccc1C,,DIPPR,8,42.406033,1.8041047
Cc1ccccc1C=O,,DIPPR,9,51.444347,4.329811
Cc1ccccc1CO,,DIPPR,9,60.0487,4.8483677
Cc1ccccc1O,,DIPPR,8,51.764862,3.8594322
O=C(O)C1CC1,,DIPPR,6,68.10538,15.239641
O=C(O)C1CCC(C(=O)O)CC1,,DIPPR,12,53.71183,12.161912
O=C(O)CC(=O)O,,DIPPR,7,80.41794,14.414036
O=C(O)CC1CCCC1,,DIPPR,9,67.87221,7.504448
O=C(O)CCC(=O)O,,DIPPR,8,69.58968,10.190129
O=C(O)CCCCC(=O)O,,DIPPR,10,79.13832,12.087121
O=C(O)CCCCCC(=O)O,,DIPPR,11,88.2573,14.655948
O=C(O)CCCCCCC(=O)O,,DIPPR,12,80.89379,11.155905
O=C(O)CCCCCCCC(=O)O,,DIPPR,13,82.02884,10.651339
O=C(O)CCCCCCCCC(=O)O,,DIPPR,14,84.18981,10.91333
O=C(O)CCCCCCCCCCC(=O)O,,DIPPR,16,84.830025,11.452638
O=C(O)CO,,DIPPR,5,73.42177,11.926016
O=C(O)COCC(=O)O,,DIPPR,9,73.75215,10.318452
O=C(O)[C@@H](O)[C@H](O)C(=O)O,,DIPPR,10,85.399506,13.84886
O=C(O)c1ccc(C(=O)O)cc1,,DIPPR,12,71.20961,7.6073675
O=C(O)c1ccc2c(c1)C(=O)OC2=O,,DIPPR,14,111.027145,17.213844
O=C(O)c1ccccc1,,DIPPR,9,63.747093,5.741463
O=C(O)c1ccccc1C(=O)O,,DIPPR,12,79.74017,8.69899
O=C(O)c1ccccc1O,,DIPPR,10,74.27603,7.926133
O=C(OCc1ccccc1)c1ccccc1,,DIPPR,16,70.02241,5.284134
O=C1C=CC(=O)C=C1,,DIPPR,8,67.92077,15.234705
O=C1C=CC(=O)O1,,DIPPR,7,55.294598,5.455079
O=C1C=CCCC1,,DIPPR,7,44.893734,4.831263
O=C1CCC(=O)O1,,DIPPR,7,55.043667,4.2633038
O=C1CCCC(=O)O1,,DIPPR,8,56.696255,4.265987
O=C1CCCC1,,DIPPR,6,51.64151,12.685065
O=C1CCCCC1,,DIPPR,7,58.348267,13.895402
O=C1CCCCCO1,,DIPPR,8,53.538643,5.052388
O=C1CCCO1,,DIPPR,6,46.910507,4.6027055
O=C1CCO1,,DIPPR,5,44.109207,5.0597277
O=C1OC(=O)c2ccccc21,,DIPPR,11,91.95145,11.380233
O=C1OCCO1,,DIPPR,6,58.186245,4.5895185
O=C1OCc2ccccc21,,DIPPR,10,70.88895,6.609832
O=CC1CC=CCC1,,DIPPR,8,47.338154,4.6309743
O=CO,,DIPPR,3,36.326412,11.756564
O=COC1CCCCC1,,DIPPR,9,45.82438,4.2561126
O=COCc1ccccc1,,DIPPR,10,54.37632,4.1584578
O=Cc1ccccc1,,DIPPR,8,47.74437,4.3775873
O=Cc1ccccc1O,,DIPPR,9,55.79933,6.2117906
O=Cc1ccco1,,DIPPR,7,48.89941,4.570267
OC/C=C/CO,,DIPPR,6,72.67632,8.321337
OC/C=C\CO,,DIPPR,6,72.67632,8.321337
OC1CCCCC1,,DIPPR,7,55.890644,4.937022
OCC#CCO,,DIPPR,6,73.757034,11.8298235
OCC(CO)(CO)CO,,DIPPR,9,80.11414,11.594552
OCC(O)CO,,DIPPR,6,79.03135,7.955579
OCC1CCC(CO)CC1,,DIPPR,10,54.82224,15.128951
OCC1CCCO1,,DIPPR,7,52.813545,4.482574
OCC1CO1,,DIPPR,5,53.087837,5.3440037
OCCC(O)CO,,DIPPR,7,82.19577,8.760419
OCCCCCCCCCCO,,DIPPR,12,82.621056,8.601448
OCCCCCCO,,DIPPR,8,72.56067,7.5631495
OCCCCCO,,DIPPR,7,74.38046,8.022109
OCCCCO,,DIPPR,6,67.99247,6.9676385
OCCCc1ccccc1,,DIPPR,10,63.410038,5.425892
OCCO,,DIPPR,4,64.57222,5.9298368
OCCOCCO,,DIPPR,7,64.64655,6.481422
OCCOCCOCCO,,DIPPR,10,73.739365,7.574526
OCCOCCOCCOCCO,,DIPPR,13,79.07571,8.593916
OCCc1ccccc1,,DIPPR,9,57.801395,4.573332
OCc1ccccc1,,DIPPR,8,57.071655,4.3999553
OCc1ccco1,,DIPPR,7,57.200893,5.37882
Oc1ccc(O)cc1,,DIPPR,8,67.673225,6.381215
Oc1cccc(O)c1,,DIPPR,8,68.942894,6.776312
Oc1ccccc1,,DIPPR,7,53.34667,4.442131
Oc1ccccc1O,,DIPPR,8,59.286556,5.1301627
c1cc2ccc3cccc4ccc(c1)c2c34,,DIPPR,16,103.97823,14.942028
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,,DIPPR,18,72.631004,11.163329
c1ccc(-c2cccc(-c3ccccc3)c2)cc1,,DIPPR,18,94.98328,15.665731
c1ccc(-c2ccccc2)cc1,,DIPPR,12,51.494225,3.941115
c1ccc(-c2ccccc2-c2ccccc2)cc1,,DIPPR,18,71.199455,6.363319
c1ccc(C2CCCCC2)cc1,,DIPPR,12,53.577248,4.147219
c1ccc(CCc2ccccc2)cc1,,DIPPR,14,66.2329,5.210144
c1ccc(COCc2ccccc2)cc1,,DIPPR,15,67.382576,5.2122607
c1ccc(Cc2ccccc2)cc1,,DIPPR,13,55.245564,3.4127722
c1ccc(OCC2CO2)cc1,,DIPPR,11,59.296974,4.640429
c1ccc(Oc2ccccc2)cc1,,DIPPR,13,61.632423,5.1175785
c1ccc2c(c1)CCC2,,DIPPR,9,48.575066,4.5338345
c1ccc2c(c1)CCCC2,,DIPPR,10,50.46606,4.243404
c1ccc2c(c1)ccc1ccccc12,,DIPPR,14,68.55408,5.9604154
c1ccc2c(c1)oc1ccccc12,,DIPPR,13,60.08357,5.461797
c1ccc2cc3ccccc3cc2c1,,DIPPR,14,64.93077,5.5425415
c1ccc2ccccc2c1,,DIPPR,10,51.823944,5.097073
c1ccccc1,,DIPPR,6,39.22766,1.8483351
c1ccoc1,,DIPPR,5,30.419748,1.7004756
