DIPPR ID,Cp_liq_298K,smiles,temperature,total_atoms,predicted,predicted_stddev
9868,2108.3978942432377,COCCOCCOCCOCCO,298.15,14,90.43252,13.57609
1469,2055.038692421912,COCCOCCOCCOCCOCCOC,298.15,18,96.40385,14.411198
1431,2123.1491026659787,COCOC,298.15,5,28.40316,1.403658
1437,2479.622938633924,COO,298.15,3,50.10889,5.4887967
2181,2151.4627242530146,C[C@@H](O)c1ccccc1,298.15,9,59.61016,5.738082
143,1867.1364853219984,C[C@@H]1CCCC[C@H]1C,298.15,8,39.70989,2.83709
145,1897.0764665632423,C[C@@H]1CCC[C@@H](C)C1,298.15,8,36.945053,3.259513
110,1913.3631653882148,C[C@@H]1CCC[C@H]1C,298.15,7,34.553776,2.35914
112,1917.464509632099,C[C@@H]1CC[C@@H](C)C1,298.15,7,40.267033,7.451375
142,1874.165481447768,C[C@H]1CCCC[C@H]1C,298.15,8,39.70989,2.83709
144,1866.5699008279687,C[C@H]1CCC[C@@H](C)C1,298.15,8,36.945053,3.259513
109,1923.7524348869088,C[C@H]1CCC[C@H]1C,298.15,7,34.553776,2.35914
111,1937.4199467028016,C[C@H]1CC[C@@H](C)C1,298.15,7,40.267033,7.451375
146,1891.2270197216303,C[C@H]1CC[C@@H](C)CC1,298.15,8,45.554874,15.7671585
147,1874.9117258211825,C[C@H]1CC[C@H](C)CC1,298.15,8,45.554874,15.7671585
148,1894.8800838788472,C[C@H]1C[C@H](C)C[C@@H](C)C1,298.15,9,44.42935,11.035618
535,1966.6036398906128,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,298.15,31,96.67289,16.76023
517,1836.661770780735,Cc1cc(C(C)C)cc(C(C)C)c1,298.15,13,56.336357,5.5059886
531,1804.780936118704,Cc1cc(C)c(C)c(C)c1,298.15,10,53.06528,4.121647
516,1742.0532577512392,Cc1cc(C)cc(C)c1,298.15,9,47.713444,3.4318314
524,1762.1336229266608,Cc1ccc(C(C)C)cc1,298.15,10,49.33197,3.6617718
1175,1857.753147402812,Cc1ccc(C(C)O)cc1,298.15,10,65.26333,7.4243536
515,1789.277365069479,Cc1ccc(C)c(C)c1,298.15,9,47.927406,3.2572823
530,1799.192725006994,Cc1ccc(C)c(C)c1C,298.15,10,54.740482,4.046447
507,1710.856633141345,Cc1ccc(C)cc1,298.15,8,41.18075,2.0631037
1040,1725.8603336409776,Cc1ccc(C=O)cc1,298.15,9,57.56664,7.4651413
508,1614.4494876754447,Cc1ccc2c(c1)CCC2,298.15,10,57.42292,6.86495
1439,1431.897365172541,Cc1ccc2occ(C)c2c1,298.15,11,61.638454,7.9245234
523,1771.0043707296763,Cc1cccc(C(C)C)c1,298.15,10,49.012638,3.6606417
506,1721.561953078036,Cc1cccc(C)c1,298.15,8,42.920185,2.2335477
514,1799.949200657315,Cc1cccc(C)c1C,298.15,9,48.96052,3.0643263
1045,1750.3685164318597,Cc1cccc(C=O)c1,298.15,9,59.186924,7.445608
2184,1979.0944432279248,Cc1cccc(CO)c1,298.15,9,66.60228,8.049456
1183,2081.302362028977,Cc1cccc(O)c1,298.15,8,62.82866,8.093482
1466,1653.089593887763,Cc1cccc(OC(C)C)c1,298.15,11,57.15422,6.19452
702,1578.6707500607963,Cc1cccc2ccccc12,298.15,11,59.35819,7.249345
502,1699.6411090376753,Cc1ccccc1,298.15,7,39.627254,1.5753971
505,1754.181722253731,Cc1ccccc1C,298.15,8,42.818054,1.9657127
522,1778.8501952551112,Cc1ccccc1C(C)C,298.15,10,48.52837,3.2731495
1039,1688.6431491555672,Cc1ccccc1C=O,298.15,9,54.172638,6.2049365
1921,4185.690713402936,O,298.15,1,53.062504,11.341528
3264,1578.1188103084692,O=C(O)C1CC1,298.15,6,74.91989,18.301554
1267,1886.1171571844447,O=C(O)CC1CCCC1,298.15,9,75.16342,11.59989
1364,1377.1824954126405,O=C(OCc1ccccc1)c1ccccc1,298.15,16,82.00193,9.661322
2088,1763.748178065035,O=C1C=CCCC1,298.15,7,46.68555,5.706217
1079,1781.843303611207,O=C1CCCC1,298.15,6,51.615955,12.665149
1080,1888.2894226294968,O=C1CCCCC1,298.15,7,57.806828,13.472183
3056,1813.7063564584496,O=C1CCCCC1C1=CCCCC1,298.15,13,68.6131,8.94296
1092,1644.4423862142132,O=C1CCCO1,298.15,6,50.676006,6.5740104
1091,1691.417963991625,O=C1CCO1,298.15,5,46.555153,6.2640114
9878,1566.2111528786916,O=C1C[C@H](O)CO1,298.15,7,57.858578,8.208702
1004,1837.7812429602336,O=CC1CC=CCC1,298.15,8,48.7675,5.6319532
1012,1839.876793493093,O=CC1CCCCC1,298.15,8,50.023174,5.364226
1014,1842.4152559779009,O=CC=O,298.15,4,29.417799,2.651597
1251,2160.153996947042,O=CO,298.15,3,38.38438,11.915799
1041,1623.0726246198865,O=Cc1ccccc1,298.15,8,49.97995,5.7262526
1042,1827.027392543064,O=Cc1ccccc1O,298.15,9,59.17296,8.597954
1889,1644.441395756194,O=Cc1ccco1,298.15,7,51.248272,6.2815228
1239,1650.7210628027349,OC/C=C\CO,298.15,6,85.98819,14.1529045
1151,2140.039323988798,OC1CCCCC1,298.15,7,58.31861,6.3333015
1231,2408.755865031633,OCC(O)CO,298.15,6,98.61804,16.429544
3110,1927.385750823332,OCC1CC=CCC1,298.15,8,63.511726,12.204758
1166,1788.692417717906,OCC1CCCO1,298.15,7,56.029984,6.424182
1233,3707.6685813019726,OCCC(O)CO,298.15,7,103.505745,17.700825
1242,2166.2222202691964,OCCCCCO,298.15,7,89.75253,14.072605
1241,1982.054458717275,OCCCCO,298.15,6,81.074814,12.379037
7870,1888.53366470146,OCCCCOC1CCCO1,298.15,11,79.94534,11.222116
1212,2349.488914215396,OCCCO,298.15,5,78.46572,11.935571
2121,2071.8583550875405,OCCCc1ccccc1,298.15,10,70.471214,8.869393
1201,2406.3810843635733,OCCO,298.15,4,72.92108,9.780813
1202,2307.900525461104,OCCOCCO,298.15,7,75.74624,11.735663
1203,2190.2040949372627,OCCOCCOCCO,298.15,10,87.89906,14.200441
1204,2165.6131864187087,OCCOCCOCCOCCO,298.15,13,100.26347,17.0774
1180,2007.642589900276,OCc1ccccc1,298.15,8,62.01518,7.013432
2855,2088.7190969184467,OCc1ccco1,298.15,7,61.49881,6.966654
1996,2619.135697626337,OO,298.15,2,61.62442,11.364645
1451,1920.3818234550856,OOCCCCc1ccccc1,298.15,12,75.69755,9.825096
1450,1903.33822582899,OOCCCc1ccccc1,298.15,11,74.93839,9.608761
557,1642.9395195685313,c1ccc(C2CCCCC2)cc1,298.15,12,58.041603,6.8747506
1463,1508.860488820368,c1ccc(COCc2ccccc2)cc1,298.15,15,76.58903,8.79446
1435,1834.76390853602,c1ccc(OCC2CO2)cc1,298.15,11,65.55901,7.6522074
820,1614.2002399549108,c1ccc2c(c1)CCC2,298.15,9,49.715157,5.0547566
706,1646.2776810119874,c1ccc2c(c1)CCCC2,298.15,10,53.067696,5.550521
1419,1576.1816926970776,c1ccc2c(c1)COC2,298.15,9,54.197628,5.803339
501,1748.3978413545644,c1ccccc1,298.15,6,37.669376,1.5907496
1478,1685.3340445988974,c1ccoc1,298.15,5,26.847475,1.070814
